"name","cleanm","cid","tid","MolecularWeight","Complexity"
"(?)-Vesamicol Hydrochloride","Vesamicol","5662","D0I1QF",259.4,266
"XK469","XK469","148183",NA,344.7,431
"Wortmannin from Penicillium funiculosum","Wortmannin from Penicillium funiculosum","3003565",NA,428.4,921
"1400W dihydrochloride","1400W","1433","D0AO5D",177.25,177
"Wb 64","Wb 64","405252",NA,648.8,1030
"( R)-(+)-WIN 55,212-2 mesylate","WIN 55,212-2 mesylate","6604176",NA,522.6,772
"Sphingosine","Sphingosine","5280335","D0L0YG",299.5,231
"SB 269970 hydrochloride","SB 269970","6604889","D0YP7L",352.5,497
"Spiperone Hydrochloride","Spiperone","5265","D05EQG",395.5,577
"SR 2640","SR 2640","128355","D00MHP",370.4,514
"(-)-Sulpiride","Sulpiride","5355","D03QGM",341.4,505
"SKF 96365","SKF 96365","11957693",NA,402.9,401
"(-)-Scopolamine,n-Butyl-, bromide","Scopolamine,n-Butyl-, bromide","11957696",NA,440.4,500
"Sb 205384","Sb 205384","197690",NA,330.4,528
"WIN 62,577","WIN 62,577","15118529","D02IIN",437.6,921
"S(-)-Willardiine","Willardiine","440053","D04SMQ",199.16,312
"Way-100635 Maleate","Way-100635","5684","D07BCO",422.6,546
"S-5-Iodowillardiine","5-Iodowillardiine","447196","D01DMS",325.06,354
"Xylazine hydrochloride","Xylazine","5707","D0Y2JI",220.34,230
"Xamoterol hemifumarate","Xamoterol","155774","D01OIK",339.39,358
"Xylometazoline hydrochloride","Xylometazoline","5709","D0Y4DY",244.37,302
"Xanthine amine congener","Xanthine amine congener","5697","D0H9BP",428.5,639
"Cv-3988","Cv-3988","107681","D0N2WK",592.8,625
"Sulindac","Sulindac","1548887","D0Z5IU",356.4,616
"Succinylcholine chloride","Succinylcholine","5314","D0Q7ZQ",290.4,284
"Salmeterol Xinafoate","Salmeterol Xinafoate","56801",NA,603.7,629
"SU 5416","SU 5416","5329098","D01PZD",238.28,377
"(-)-Scopolamine methyl bromide","Scopolamine methyl bromide","5459110","D04LHJ",398.3,454
"Yohimbine Hydrochloride","Yohimbine","8969","D0H4JM",354.4,555
"YC-1","YC-1","5712","D00REK; D0L1TA",304.3,386
"Zaprinast","Zaprinast","135399235","D00YPW",271.27,400
"Zonisamide sodium","Zonisamide","5734","D09ZIS",212.23,298
"Zardaverine","Zardaverine","5723","D0F0CS",268.22,398
"Olprinone hydrochloride","Olprinone","4593","D03ZBN",250.25,525
"ICI 215,001 HCl","ICI 215,001","126479957",NA,397.8,380
"Propranolol glycol","Propranolol glycol","37369",NA,218.25,207
"Tizanidine Hcl","Tizanidine","5487","D01MDT",253.71,300
"2-[[4-(2-Methoxyphenol)Piperazin-1-Yl]Methyl]-6-Methyl-2,3-Dihydroimidazo[1,2C]Quinazolin-5(6H)-One","2-[[4-(2-Methoxyphenol)Piperazin-1-Yl]Methyl]-6-Methyl-2,3-Dihydroimidazo[1,2C]Quinazolin-5(6H)-One","132891","D07ODD",391.5,778
"ZD 7114 HCl","ZD 7114","121877","D05EPU",418.5,439
"AH 11110A","AH 11110A","9907616","D0FH7B",374.9,403
"Arc 239 2Hcl","Arc 239","609483","D0V8NS",407.5,629
"2-[(4-Phenylpiperazin-1-Yl)Methyl]-2,3-Dihydroimidazo[1,2-C]Quinazolin-5(6H)-One","2-[(4-Phenylpiperazin-1-Yl)Methyl]-2,3-Dihydroimidazo[1,2-C]Quinazolin-5(6H)-One","4367545",NA,361.4,723
"Brl 44408 Maleate","Brl 44408","121850","D08OLL",215.29,287
"Practolol","Practolol","4883","D0KD1U",266.34,263
"Cimaterol","Cimaterol","2755",NA,219.28,258
"Bopindolol  Malonate","Bopindolol  Malonate","636368",NA,484.5,582
"A 61603 HBr","A 61603","4038180","D07OAF",309.39,514
"Rs 79948 Hcl","Rs 79948","9908991",NA,401,576
"N-Desisopropylpropranolol HCl","N-Desisopropylpropranolol","159899",NA,217.26,210
"(-)-Cyanopindolol hemifumarate","Cyanopindolol","155346","D0X8ZA",287.36,385
"M-6434","M-6434","132454",NA,236.66,251
"Clenbuterol HCl","Clenbuterol","2783","D0X5NX",277.19,233
"ICI 89406","ICI 89406","123686",NA,354.4,459
"ICI-118,551","ICI-118,551","5484725",NA,277.4,295
"Procaterol HCl","Procaterol","4916","D0Z1WA",290.36,397
"3-[2-[4-(2-Methoxyphenyl)Piperazin-1-Yl]Ethyl]Pyrimido[5,4-B]Indole-2,4-Dione","3-[2-[4-(2-Methoxyphenyl)Piperazin-1-Yl]Ethyl]Pyrimido[5,4-B]Indole-2,4-Dione","44483262",NA,417.5,773
"Corynanthine HCl","Corynanthine","92766","D00GEE",354.4,555
"Pronethalol HCl","Pronethalol","4930",NA,229.32,229
"2-[[B-(4-Hydroxyphenol)Ethyl]Aminoethyl]-1-Tetralone","2-[[B-(4-Hydroxyphenol)Ethyl]Aminoethyl]-1-Tetralone","34772",NA,NA,NA
"Nicergoline","Nicergoline","34040","D0V2GH",484.4,681
"CGP 12177 HCl","CGP 12177","2687","D03BZW",279.33,343
"Mesoridazine besylate","Mesoridazine besylate","36207",NA,544.8,686
"Dipropyl-6,7-ADTN HBr","Dipropyl-6,7-ADTN","162090894",NA,383.5,561
"LY-163,502","LY-163,502","68728",NA,319.3,283
"B-HT 920 2HCl","B-HT 920","104870",NA,282.2,210
"Remoxipride","Remoxipride","54477","D01PIL",371.27,369
"AMI-193","AMI-193","68186","D0V5SQ",383.5,510
"(±)-SKF-83566 HCl","SKF-83566","1243","D0LR8X",332.2,318
"AJ-76","AJ-76","122334","D0X1QW",233.35,231
"SCH 23390","SCH 23390","3036864",NA,287.8,318
"3-Fluorobenzylspiperone maleate","3-Fluorobenzylspiperone","24978532",NA,619.7,892
"1-[1-(2-Benzo[B]thienyl)cyclohexyl]pyrrolidine fumarate","1-[1-(2-Benzo[B]thienyl)cyclohexyl]pyrrolidine","192370",NA,285.4,330
"R(-)-2,10,11-Trihydroxy-N-propyl-noraporphine HBr","2,10,11-Trihydroxy-N-propyl-noraporphine","23640911",NA,410.3,431
"Bromocriptine mesylate","Bromocriptine mesylate","31100",NA,750.7,1320
"GR 103691","GR 103691","4302960",NA,485.6,677
"1-Benzo[B]thien-2-yl-N-cyclopropyl methylcyclohexanamine fumarate","1-Benzo[B]thien-2-yl-N-cyclopropyl methylcyclohexanamine",NA,NA,NA,NA
"Ergocornine","Ergocornine","73453",NA,561.7,1170
"3-a-bis-(4-Fluorophenyl)methoxytropane HCl","3-a-bis-(4-Fluorophenyl)methoxytropane","6604776",NA,343.4,396
"3-Hydroxyphenethylamine HCl","3-Hydroxyphenethylamine","11492",NA,137.18,95
"(+)-PD 128907 HCl","PD 128907","115107","D00CDM",249.3,286
"Agroclavine","Agroclavine","73484","D03CEZ",238.33,375
"(+)-UH 232 maleate","UH 232","123696",NA,275.4,275
"Ergonovine maleate","Ergonovine","443884","D0C1IW",325.4,535
"(±)-2-(N-Phenylethyl-N-propyl)amino-5-hydroxytetralin)","2-(N-Phenylethyl-N-propyl)amino-5-hydroxytetralin)","11957671",NA,345.9,339
"2-Chloro-11-(4-methylpiperazino)dibenz[B,F]oxepin maleate","2-Chloro-11-(4-methylpiperazino)dibenz[B,F]oxepin","32224",NA,326.8,447
"GBR 13069 2HCl","GBR 13069","6439447",NA,640.8,629
"a-Ergocryptine","a-Ergocryptine","13187203",NA,654.6,1230
"4-Phenyl-1,2,3,4-tetrahydroisoquinoline HCl","4-Phenyl-1,2,3,4-tetrahydroisoquinoline","4236593",NA,209.29,220
"trans-7-Hydroxy-PIPAT maleate","7-Hydroxy-PIPAT","6305587",NA,371.26,295
"S(-)-Lisuride","Lisuride","28864","D0X7KB",338.4,544
"R(-)-2,11-Dihydroxy-10-methoxyaporphine HCl","2,11-Dihydroxy-10-methoxyaporphine","5351542",NA,NA,NA
"BRL-52537","BRL-52537","6603740",NA,355.3,401
"BNTX maleate","BNTX","5310988","D0OH7D",429.5,832
"N-Methyl-N-[(1S)-1-phenyl-2-(1-pyrrolidinyl)ethyl]phenylacetamide HCl","N-Methyl-N-[(1S)-1-phenyl-2-(1-pyrrolidinyl)ethyl]phenylacetamide","56972158",NA,358.9,379
"(D-Ser2)-Leu-Enkephalin-Thr","(D-Ser2)-Leu-Enkephalin-Thr","107847","D0EM9A",686.8,1110
"(Phe4)-Dermorphin (1-4) amide","(Phe4)-Dermorphin (1-4) amide","9937285",NA,545.6,834
"(D-Ala2,N-Me-Phe4, Methionin (O)-ol5)-enkephalin","(D-Ala2,N-Me-Phe4, Methionin (O)-ol5)-enkephalin","145707481",NA,717.8,992
"Naloxone HCl","Naloxone","5284596","D0X3FX",327.4,594
"N-Benzylnaltrindole HCl","N-Benzylnaltrindole","10006324",NA,504.6,935
"U-54494A HCl","U-54494A","122015","D0B7HJ",355.3,414
"Nociceptin","Nociceptin","16131448","D0W4YO",1809,3720
"beta-Casomorphin (human)","beta-Casomorphin (human)","4424653",NA,864,1580
"N-(3-Phenylpropyl)-1-[3-(trifluoromethyl)phenyl]-2-propanamine HCl","N-(3-Phenylpropyl)-1-[3-(trifluoromethyl)phenyl]-2-propanamine","15897","D0N6AY",203.2,179
"(+)-SKF 10047 HCl","SKF 10047","11957449",NA,293.8,355
"Naloxone methiodide","Naloxone methiodide","16219719",NA,469.3,637
"Nociceptin (1-13) NH2","Nociceptin (1-13) NH2","10654047",NA,1381.6,2640
"Morphiceptin","Morphiceptin","119303","D0R0OZ",521.6,855
"N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide","N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide","127898",NA,358.22,259
"U-50,488H mesylate","U-50,488H mesylate","175910",NA,465.4,520
"GR 89696 fumarate","GR 89696","6442840",NA,530.4,649
"Nocistatin","Nocistatin","102439184",NA,1927.1,4430
"Deltorphin II","Deltorphin II","10033203","D07GQE",782.9,1360
"L-695,845","695,845","126260",NA,255.4,332
"(-)-Norcodeine","Norcodeine","9925873",NA,285.34,481
"(D-Arg2,Lys4)-Dermorphin (1-4) amide","(D-Arg2,Lys4)-Dermorphin (1-4) amide","122222",NA,611.7,932
"Dermorphin","Dermorphin","5485199","D0NE3U",802.9,1410
"1,3-Di(2-tolyl)guanidine","1,3-Di(2-tolyl)guanidine","7333","D02WJT",239.32,288
"Cyprodime HBr","Cyprodime","5748293","D0S3TZ",355.5,576
"Dynorphin A (1-8)","Dynorphin A (1-8)","10486131",NA,981.2,1760
"(D-Arg2)-Dermorphin (1-4) amide","(D-Arg2)-Dermorphin (1-4) amide","13686211",NA,540.6,836
"1-(4-Iodophenyl)-3-(1-adamantyl)-guanidine","1-(4-Iodophenyl)-3-(1-adamantyl)-guanidine","131698",NA,395.28,385
"Dynorphin A (1-13)","Dynorphin A (1-13)","25075996","D0U7PT",1604,3160
"Dynorphin B","Dynorphin B","25075991","D0H0OO",1570.8,3110
"cis-(±)-N-Methyl-N-[2-(3,4-dichlorophenyl)ethyl]-2-(1-pyrrolidinyl)cyclohexamine 2HBr","N-Methyl-N-[2-(3,4-dichlorophenyl)ethyl]-2-(1-pyrrolidinyl)cyclohexamine","131252",NA,517.2,359
"L-693,403 maleate","693,403","56972153",NA,393.5,455
"Clocinnamox mesylate","Clocinnamox mesylate","6438373",NA,601.1,1040
"2-(3,4-Dichlorophenyl)-N-methyl-N-[(1S)-1-(3-isothiocyanatophenyl)-2-(1-pyrrolidinyl)ethyl]acetamide","2-(3,4-Dichlorophenyl)-N-methyl-N-[(1S)-1-(3-isothiocyanatophenyl)-2-(1-pyrrolidinyl)ethyl]acetamide","127914",NA,448.4,595
"Dynorphin A (2-13)","Dynorphin A (2-13)","3081607",NA,1440.8,2770
"Kyotorphin","Kyotorphin","123804",NA,337.37,445
"(D-Ala2,N-Me-Phe4,glycinol5)-Enkephalin","(D-Ala2,N-Me-Phe4,glycinol5)-Enkephalin","5485228",NA,573.6,783
"beta-Endorphin (human)","beta-Endorphin (human)","101600084",NA,3465,8390
"alpha-Neoendorphin","alpha-Neoendorphin","5311003",NA,1228.4,2270
"4-Phenyl-1-(4-phenylbutyl)piperidine maleate","4-Phenyl-1-(4-phenylbutyl)piperidine","3035672",NA,293.4,280
"beta-Funaltrexamine HCl","beta-Funaltrexamine","5311018","D0WT7H",454.5,860
"Endomorphin-1","Endomorphin-1","5311080","D0R5TA",610.7,1030
"(D-Ala2,D-Leu5)-Enkephalin","(D-Ala2,D-Leu5)-Enkephalin","6917707","D06YMS",569.6,885
"Syndyphalin SD-25","Syndyphalin SD-25","15942737",NA,532.7,755
"BD 1047 2HBr","BD 1047","188914","D09CGH",275.21,212
"Naltriben mesylate","Naltriben mesylate","45055379",NA,511.6,865
"Endomorphin-2","Endomorphin-2","5311081","D00TNR",571.7,911
"(Met5)-Enkephalin","(Met5)-Enkephalin","443363","D0V5WL",573.7,847
"Leu-Valorphin-Arg","Leu-Valorphin-Arg","9812261",NA,1161.4,2260
"BD 1063 2HCl","BD 1063","574780",NA,273.2,230
"SNC 121","SNC 121","197687",NA,451.6,588
"(D-Cys(tBu)2,Thr(tBu)6)-Leu-Enkephalin-Thr","(D-Cys(tBu)2,Thr(tBu)6)-Leu-Enkephalin-Thr","124224231",NA,667.9,1020
"(Leu5)-Enkephalin","(Leu5)-Enkephalin","461776","D06EES",555.6,854
"(D-Thr2)-Leu-Enkephalin-Thr","(D-Thr2)-Leu-Enkephalin-Thr","99716103",NA,700.8,1140
"1-Methyl-4-[2-(2-naphthyl)-ethenyl]-pyridinium iodide","1-Methyl-4-[2-(2-naphthyl)-ethenyl]-pyridinium","70634794",NA,373.2,301
"Butyrylcholine Cl","Butyrylcholine","17233",NA,174.26,138
"MR 16728 HCl","MR 16728","378811",NA,356.5,391
"Arecaidine But-2-Ynyl Ester Tosylate","Arecaidine But-2-Ynyl Ester Tosylate","6604935",NA,365.4,512
"Hexamethylene-bis-[dimethyl-(3-phthalimidopropyl)ammonium] Br","Hexamethylene-bis-[dimethyl-(3-phthalimidopropyl)ammonium] Br","167961",NA,708.5,810
"(±)-Tropanyl-2-(4-chlorophenoxy)butanoate","Tropanyl-2-(4-chlorophenoxy)butanoate","57348870",NA,337.8,425
"Oxotremorine sesquifumarate","Oxotremorine sesquifumarate","6436473",NA,760.8,412
"Arecaidine propargyl ester tosylate","Arecaidine propargyl ester tosylate","6604936",NA,351.4,478
"4-Acetyl-1,1-dimethylpiperazinium iodide","4-Acetyl-1,1-dimethylpiperazinium","4392675",NA,157.23,156
"Tropanyl-2-(4-bromophenyl)propionate","Tropanyl-2-(4-bromophenyl)propionate","46905315",NA,468.3,486
"Neostigmine Br","Neostigmine Br","4456","D08USJ",223.29,246
"Carbamylcholine Cl","Carbamylcholine","2551",NA,147.2,117
"5-Methylfurmethiodide","5-Methylfurmethiodide","70973",NA,281.13,128
"1-Acetyl-4-methylpiperazine HCl","1-Acetyl-4-methylpiperazine","550758",NA,142.2,128
"Tropanyl 2-phenylthiobutanoate oxalate","Tropanyl 2-phenylthiobutanoate","9822778",NA,409.5,441
"Strychnine HCl","Strychnine","441071","D0H0BD",334.4,689
"Himbacine","Himbacine","6436265","D06ACX",345.5,530
"(±)-Anatoxin A fumarate","Anatoxin A","3034748",NA,165.23,232
"(+)-Tubocurarine Cl","Tubocurarine","6000","D05HSC",609.7,990
"AF-DX 116","AF-DX 116","107867","D0A2OW",421.5,625
"1-Benzyl-1-methyl-4-cyclopentylmethoxycarbonylpiperidinium Br","1-Benzyl-1-methyl-4-cyclopentylmethoxycarbonylpiperidinium Br","57369980",NA,397.4,375
"(-)-N-Phenylcarbamoyleseroline","N-Phenylcarbamoyleseroline","192706","D07CIN",337.4,507
"Gramine","Gramine","6890",NA,174.24,168
"Butylscopolammonium Br","Butylscopolammonium Br","160883","D05EMG",360.5,500
"RJR 2403 fumarate","RJR 2403","23298272",NA,252.27,203
"1,1-Dimethyl-4-phenylpiperazinium iodide","1,1-Dimethyl-4-phenylpiperazinium","5310977",NA,190.28,175
"Benzetimide","Benzetimide","21847","D05EML",362.5,529
"Aceclidine HCl","Aceclidine","1979","D0R7WU",169.22,185
"Benzoquinonium 2Br","Benzoquinonium","9394",NA,546.8,774
"(±)-Epibatidine","Epibatidine","854023","D0O5EZ",208.69,221
"Imperialine","Imperialine","442977",NA,429.6,755
"Ambenonium 2Cl","Ambenonium","2131","D06IAQ",537.6,614
"Ipratropium Br","Ipratropium Br","657309","D0S0AS",332.5,430
"Chlorisondamine Diiodide","Chlorisondamine Diiodide","16078959",NA,611.9,336
"beta-Belladonnine dichloroethylate","beta-Belladonnine dichloroethylate","52993986",NA,671.7,1040
"Nitrocaramiphen HCl","Nitrocaramiphen","3941250",NA,334.4,417
"Methyllycaconitine citrate","Methyllycaconitine","5288811","D09VJI",682.8,1380
"(-)-Huperzine A","Huperzine A","449069",NA,242.32,551
"Delcorine","Delcorine","441724",NA,479.6,859
"Galanthamine HBr","Galanthamine","9651","D0R9VR",287.35,440
"Pancuronium Br","Pancuronium Br","441289","D0AA0L",572.9,1000
"Fluorocurarine Cl","Fluorocurarine","21586665",NA,307.4,636
"N,N-Diethyl-2-[4-(Phenylmethyl)Phenoxy]Ethanamine","N,N-Diethyl-2-[4-(Phenylmethyl)Phenoxy]Ethanamine","108092","D0X9PW",283.4,250
"2-Iodo-N-Butanoyl-5-methoxytryptamine","2-Iodo-N-Butanoyl-5-methoxytryptamine","16760017",NA,386.23,327
"(S)-(+)-alpha-Methylhistamine 2HBr","alpha-Methylhistamine","3615",NA,125.17,84
"Luzindole","Luzindole","122162","D01ESJ",292.4,364
"5-Methoxy-N-cyclopropanoyltryptamine","5-Methoxy-N-cyclopropanoyltryptamine","2877",NA,258.32,330
"(N)-alpha-Methylhistamine 2HCl","(N)-alpha-Methylhistamine","912","D08ECP",125.17,74
"8-Methoxy-2-Propionamidotetralin","8-Methoxy-2-Propionamidotetralin","5170952",NA,233.31,267
"6-[2-(4-Imidazolyl)ethylamino]-N-(4-trifluoromethylphenyl)heptanecarboxamide dimaleate","6-[2-(4-Imidazolyl)ethylamino]-N-(4-trifluoromethylphenyl)heptanecarboxamide dimaleate","57357684",NA,628.6,572
"4-Phenyl-2-propionamidotetralin","4-Phenyl-2-propionamidotetralin","3976006","D04VGL",279.4,348
"ICI-162,846","ICI-162,846","134778",NA,306.29,374
"Amthamine","Amthamine","126688","D0I5CT",157.24,109
"Tiotidine","Tiotidine","50287","D0E7AZ",312.4,397
"2-Phenylmelatonin","2-Phenylmelatonin","4018512",NA,308.4,395
"*(S)Astemizole","Astemizole","2247","D0Y2HR",458.6,599
"Dimaprit 2HCl","Dimaprit","3077","D0O3NG",161.27,103
"IMETIT 2HBr","IMETIT","3692","D02RAN",170.24,139
"IMMEPIP 2HBr","IMMEPIP","3035842","D0OM9G",165.24,132
"DH 97","DH 97","3467177","D0XX9Y",334.5,405
"Clobenpropit 2HBr","Clobenpropit","2790","D0T8OD",308.8,306
"GR 135531","GR 135531","4284525","D01LAU",275.3,362
"Iodophenpropit 2HBr","Iodophenpropit","3035746",NA,414.3,319
"2-Iodomelatonin","2-Iodomelatonin","115348","D0H6YF",358.17,301
"(S)-3-Carboxy-4-hydroxyphenylglycine","3-Carboxy-4-hydroxyphenylglycine","5311460",NA,211.17,267
"(2S)-a-Ethylglutamic acid","a-Ethylglutamic acid","3082305",NA,175.18,169
"(RS)-a-Methylserine-O-phosphate  ","a-Methylserine-O-phosphate ","3964633","D0O8AK",199.1,224
"(2S,1S,2S)-2-(2-Carboxy-3,3-difluorocyclopropyl)glycine","2-(2-Carboxy-3,3-difluorocyclopropyl)glycine",NA,NA,NA,NA
"(S)-4-Carboxy-3-hydroxyphenylglycine","4-Carboxy-3-hydroxyphenylglycine","1297",NA,211.17,267
"LY 341495","LY 341495","9819927","D0N9UZ",353.4,559
"(1R,3R,4S)-1-Aminocyclopentane-1,3,4-tricarboxylic acid","1-Aminocyclopentane-1,3,4-tricarboxylic acid","6604820","D0W3PY",217.18,303
"S-Sulfo-L-cysteine sodium salt","Sulfo-L-cysteine","46200207",NA,223.2,234
"7-(Hydroxyimino)cyclopropa[B]chromen-1A-carboxylate ethyl ester","7-(Hydroxyimino)cyclopropa[B]chromen-1A-carboxylate ethyl ester","6324610",NA,247.25,395
"(S)-4-Carboxyphenylglycine","4-Carboxyphenylglycine","5115",NA,195.17,233
"(RS)-a-Methylserine-O-phosphate monophenyl ester","a-Methylserine-O-phosphate monophenyl ester","5311463","D0S8HE",275.19,343
"(RS)-a-Methyl-3-carboxymethylphenylglycine","a-Methyl-3-carboxymethylphenylglycine",NA,NA,NA,NA
"(RS)-a-Methyl-4-sulfonophenylglycine","a-Methyl-4-sulfonophenylglycine",NA,NA,NA,NA
"(2S,4S)-4-Methylglutamic acid","4-Methylglutamic acid","5365",NA,161.16,168
"N-Phenyl-7-(hydroxyimino)cyclopropa[B]chromen-1A-carboxamide","N-Phenyl-7-(hydroxyimino)cyclopropa[B]chromen-1A-carboxamide","3579925",NA,294.3,486
"(±)-a-Cyclopropyl-4-phosphonophenylglycine","a-Cyclopropyl-4-phosphonophenylglycine","2878","D06PHE",271.21,383
"LY 367385","LY 367385","5311261","D04JQR",209.2,266
"(RS)-a-Methyl-4-tetrazolylphenylglycine","a-Methyl-4-tetrazolylphenylglycine",NA,NA,NA,NA
"L-trans-Pyrrolidine-2,4-dicarboxylic acid","Pyrrolidine-2,4-dicarboxylic acid","3868",NA,159.14,191
"(RS)-a-Methyl-4-carboxyphenylglycine","a-Methyl-4-carboxyphenylglycine","446355","D0J8OW",209.2,271
"(1S,3R,4S)-1-Aminocyclopentane-1,2,4-tricarboxylic acid","1-Aminocyclopentane-1,2,4-tricarboxylic acid","21903938",NA,217.18,327
"(±)-Chlorpheg","Chlorpheg","132872",NA,257.67,289
"(2S,2R,3R)-2-(2,3-Dicarboxycyclopropyl)glycine","2-(2,3-Dicarboxycyclopropyl)glycine","115114",NA,203.15,281
"(2R,4R)-4-Aminopyrrolidine-2,4-dicarboxylate","4-Aminopyrrolidine-2,4-dicarboxylate","21903942",NA,172.14,219
"2-Amino-4-(3-hydroxy-5-methylisoxazol-4-yl)butyric acid","2-Amino-4-(3-hydroxy-5-methylisoxazol-4-yl)butyric acid","4236420","D0L0YF",200.19,298
"D(+)-Threo-3-hydroxyaspartic acid","Threo-3-hydroxyaspartic acid","5425","D0Z8VP",149.1,156
"L-Homocysteinesulfinic acid","Homocysteinesulfinic acid","161712",NA,167.19,148
"L-Anti-endo-3,4-methanopyrrolidinedicarboxylic acid","Anti-endo-3,4-methanopyrrolidinedicarboxylic acid","6604785",NA,171.15,252
"(R,S)-3-Hydroxyphenylglycine","3-Hydroxyphenylglycine","5318318",NA,167.16,160
"(S)-2-Amino-2-methyl-4-phosphonobutanoic acid","2-Amino-2-methyl-4-phosphonobutanoic acid","3831196",NA,197.13,224
"(RS)-4-Phosphonophenylglycine","4-Phosphonophenylglycine","23786467",NA,231.14,268
"(±)-Threo-3-methylglutamic acid","Threo-3-methylglutamic acid","237657","D04MSI",161.16,168
"(2S,3S,4S)-2-Methyl-2-(carboxycyclopropyl)glycine","2-Methyl-2-(carboxycyclopropyl)glycine","129718346",NA,173.17,240
"(S)-3,4-Dicarboxyphenylglycine","3,4-Dicarboxyphenylglycine","3313698",NA,239.18,342
"(RS)-1-Amino-5-phosphonoindan-1-carboxylic acid","1-Amino-5-phosphonoindan-1-carboxylic acid","4694355",NA,257.18,381
"(RS)-a-Methyl-4-phosphonophenylglycine","a-Methyl-4-phosphonophenylglycine","3972752","D0D2GL",245.17,320
"L-Cysteine sulfinic acid","Cysteine sulfinic acid","109",NA,153.16,136
"CGS 19755","CGS 19755","68736","D0H1FV",223.16,263
"2,4-Dihydroxyphenylacetyl-L-asparagine","2,4-Dihydroxyphenylacetyl-L-asparagine","3082629",NA,282.25,386
"D-Aspartic acid","D-Aspartic acid","83887","D08CAB",133.1,133
"1-(4-Aminophenyl)-3,5-dihydro-7,8-dimethoxy-4H-2,3-benzodiazepin-4-one","1-(4-Aminophenyl)-3,5-dihydro-7,8-dimethoxy-4H-2,3-benzodiazepin-4-one","4377504",NA,311.33,460
"(RS)-(Tetrazol-5-yl)glycine","(Tetrazol-5-yl)glycine","126383","D0FW8K",143.1,139
"LY 235959","LY 235959","131938","D0X6PG",277.25,368
"gamma-D-Glutamylglycine","gamma-D-Glutamylglycine","6604701",NA,204.18,240
"D-Glutamic acid","D-Glutamic acid","23327","D0O1AK",147.13,145
"SDZ 220-581","SDZ 220-581","128019",NA,369.73,485
"L-689,560","689,560","4267713",NA,380.2,502
"6,7-Dinitroquinoxaline-2,3-dione","6,7-Dinitroquinoxaline-2,3-dione","160093361",NA,500.25,571
"SYM 2081","SYM 2081","95883","D0B2VW",161.16,168
"1-Aminocyclobutane-cis-1,3-dicarboxylic acid","1-Aminocyclobutane-cis-1,3-dicarboxylic acid","1214",NA,159.14,207
"MDL 29951","MDL 29951","446916",NA,302.11,379
"6-Chlorokynurenic acid","6-Chlorokynurenic acid","345398",NA,223.61,340
"L-701,252","701,252","54687453",NA,263.67,442
"5,7-Dinitroquinoxaline-2,3-dione","5,7-Dinitroquinoxaline-2,3-dione","130818",NA,250.12,627
"SYM 2206","SYM 2206","5039877",NA,366.4,576
"N-(3-Aminopropyl)-1,10-decanediamine 3HCl","N-(3-Aminopropyl)-1,10-decanediamine","16760019",NA,229.41,118
"1-(1,3-Benzodioxol-5-ylcarbonyl)piperidine","1-(1,3-Benzodioxol-5-ylcarbonyl)piperidine","1370",NA,233.26,288
