"cid","tid","TARGETID","UNIPROID","TARGNAME","GENENAME","TARGTYPE","BIOCLASS"
1809,"D02UWB","T15571","5HT5A_HUMAN","5-HT 5A receptor (HTR5A)","HTR5A","Successful target","GPCR rhodopsin"
1809,"D02UWB","T84117","5HT1E_HUMAN","5-HT 1E receptor (HTR1E)","HTR1E","Successful target","GPCR rhodopsin"
1809,"D02UWB","T16691","5HT6R_HUMAN","5-HT 6 receptor (HTR6)","HTR6","Clinical trial target","GPCR rhodopsin"
1809,"D02UWB","T79062","5HT7R_HUMAN","5-HT 7 receptor (HTR7)","HTR7","Clinical trial target","GPCR rhodopsin"
6603756,"D02VPW","T51408","ADRB3_HUMAN","Adrenergic receptor beta-3 (ADRB3)","ADRB3","Successful target","GPCR rhodopsin"
34359,"D0P7JZ","T62193","DDC_HUMAN","Aromatic-L-amino-acid decarboxylase (DDC)","DDC","Successful target","Carbon-carbon lyase"
6207,"D0O5VI","T39135",NA,"Sulfur mustard-stimulated protease (SMSP)",NA,"Literature-reported target",NA
3291,"D0Q4XQ","T64795","CAC1G_HUMAN","Voltage-gated calcium channel alpha Cav3.1 (CACNA1G)","CACNA1G","Successful target","Voltage-gated ion channel"
3220,"D0U7OU","T51565","CSK21_HUMAN","Casein kinase II alpha (CSNK2A1)","CSNK2A1","Clinical trial target","Kinase"
3086599,"D0J2UW","T77365","AA2AR_HUMAN","Adenosine A2a receptor (ADORA2A)","ADORA2A","Successful target","GPCR rhodopsin"
3086599,"D0J2UW","T86679","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","ADORA2B","Successful target","GPCR rhodopsin"
448042,"D0B5LF","T94033","THRB_HUMAN","Coagulation factor IIa (F2)","F2","Successful target","Peptidase"
448042,"D0B5LF","T84726",NA,"Rho-associated protein kinase (ROCK)",NA,NA,NA
1354,"D0SA4A","T64591","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","HTR3A","Successful target","GPCR rhodopsin"
1354,"D0SA4A","T58940","5HT3B_HUMAN","5-HT 3B receptor (HTR3B)","HTR3B","Discontinued target","GPCR rhodopsin"
19143,"D06NST","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
19143,"D06NST","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
19143,"D06NST","T60693","OPRK_HUMAN","Opioid receptor kappa (OPRK1)","OPRK1","Successful target","GPCR rhodopsin"
2733484,"D0G8BN","T83193","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","TRPV1","Successful target","Transient receptor potential catioin channel"
2733484,"D0G8BN","T64213","TRPV4_HUMAN","Transient receptor potential cation channel V4 (TRPV4)","TRPV4","Clinical trial target","Transient receptor potential catioin channel"
2717,"D0S1OE","T75440","TSPO_HUMAN","Translocator protein (TSPO)","TSPO","Successful target","Cholesterol/porphyrin uptake translocator"
5353365,"D0TU7I","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
5353365,"D0TU7I","T92072","AA1R_HUMAN","Adenosine A1 receptor (ADORA1)","ADORA1","Successful target","GPCR rhodopsin"
5353365,"D0TU7I","T86679","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","ADORA2B","Successful target","GPCR rhodopsin"
5353365,"D0TU7I","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
5983,"D09JVV","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
176157,"D04KWH","T45262","CRFR1_HUMAN","Corticotropin-releasing factor receptor 1 (CRHR1)","CRHR1","Successful target","GPCR secretin"
176157,"D04KWH","T58589","BKRB1_HUMAN","B1 bradykinin receptor (BDKRB1)","BDKRB1","Clinical trial target","GPCR rhodopsin"
5757,"D08QMX","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
5870,"D00ZFP","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
107704,"D0J0CA","T51487","GBRA1_HUMAN","GABA(A) receptor alpha-1 (GABRA1)","GABRA1","Successful target","Ligand-gated ion channel"
107704,"D0J0CA","T08910","GBRG2_HUMAN","GABA(A) receptor gamma-2 (GABRG2)","GABRG2","Successful target","Neurotransmitter receptor"
107704,"D0J0CA","T80387","GBRB2_HUMAN","GABA(A) receptor beta-2 (GABRB2)","GABRB2","Successful target","Neurotransmitter receptor"
107704,"D0J0CA","T64382",NA,"Gamma-aminobutyric acid receptor (GAR)",NA,NA,NA
104999,"D0GQ1S","T26368","GBRA5_HUMAN","GABA(A) receptor alpha-5 (GABRA5)","GABRA5","Successful target","Ligand-gated ion channel"
104999,"D0GQ1S","T62292","GBRA3_HUMAN","GABA(A) receptor alpha-3 (GABRA3)","GABRA3","Successful target","Neurotransmitter receptor"
104999,"D0GQ1S","T51452","GBRA2_HUMAN","GABA(A) receptor alpha-2 (GABRA2)","GABRA2","Successful target","Neurotransmitter receptor"
104999,"D0GQ1S","T28722","GBRG3_HUMAN","GABA(A) receptor gamma-3 (GABRG3)","GABRG3","Successful target","Ligand-gated ion channel"
119198,"D0D9RL","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
119198,"D0D9RL","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
2765,"D06QKW","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
10008573,"D0J2CR","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
3721046,"D0E5UQ","T33584","GRIA1_HUMAN","Glutamate receptor AMPA 1 (GRIA1)","GRIA1","Successful target","Glutamate-gated ion channel"
3721046,"D0E5UQ","T42392","GRIA2_HUMAN","Glutamate receptor AMPA 2 (GRIA2)","GRIA2","Successful target","Glutamate-gated ion channel"
3721046,"D0E5UQ","T62391","GRIA3_HUMAN","Glutamate receptor AMPA 3 (GRIA3)","GRIA3","Successful target","Glutamate-gated ion channel"
3721046,"D0E5UQ","T96235","GRIA4_HUMAN","Glutamate receptor AMPA 4 (GRIA4)","GRIA4","Successful target","Glutamate-gated ion channel"
3721046,"D0E5UQ","T54128",NA,"Glutamate receptor AMPA (GRIA)",NA,NA,"Chloride channel"
57267,"D03KUH","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
149784,"D0I6XA","T77365","AA2AR_HUMAN","Adenosine A2a receptor (ADORA2A)","ADORA2A","Successful target","GPCR rhodopsin"
149784,"D0I6XA","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
149784,"D0I6XA","T77400","PDE2A_HUMAN","Phosphodiesterase 2A (PDE2A)","PDE2A","Clinical trial target","Phosphoric diester hydrolase"
3331,"D05KON","T69494",NA,"N-methyl-D-aspartate receptor (NMDAR)",NA,NA,NA
3000226,"D0X7XG","T84972","EFG_STRZJ","Streptococcus Elongation factor G (Stre-coc fusA)","Stre-coc fusA","Successful target","Acid anhydrides hydrolase"
3343,"D04XEG","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
3035850,"D0U0KR","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
5685,"D03QMR","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
5685,"D03QMR","T11448","ADA2A_HUMAN","Adrenergic receptor alpha-2A (ADRA2A)","ADRA2A","Successful target","GPCR rhodopsin"
5685,"D03QMR","T41580","ADA2B_HUMAN","Adrenergic receptor alpha-2B (ADRA2B)","ADRA2B","Successful target","GPCR rhodopsin"
5685,"D03QMR","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
5685,"D03QMR","T92609","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","ADRA1A","Successful target","GPCR rhodopsin"
5685,"D03QMR","T53381","ADA1D_HUMAN","Adrenergic receptor alpha-1D (ADRA1D)","ADRA1D","Successful target","GPCR rhodopsin"
5685,"D03QMR","T29500","ADA1B_HUMAN","Adrenergic receptor alpha-1B (ADRA1B)","ADRA1B","Successful target","GPCR rhodopsin"
3899541,"D05KQC","T73495","GRIK1_HUMAN","Glutamate receptor ionotropic kainate 1 (GRIK1)","GRIK1","Successful target","Glutamate-gated ion channel"
3899541,"D05KQC","T62276","NMDZ1_HUMAN","Glutamate receptor ionotropic NMDA 1 (NMDAR1)","GRIN1","Successful target","Glutamate-gated ion channel"
3899541,"D05KQC","T22285","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","GRIN2A","Successful target","Glutamate-gated ion channel"
3899541,"D05KQC","T76414","NMDE2_HUMAN","Glutamate receptor ionotropic NMDA 2B (NMDAR2B)","GRIN2B","Successful target","Glutamate-gated ion channel"
3899541,"D05KQC","T33584","GRIA1_HUMAN","Glutamate receptor AMPA 1 (GRIA1)","GRIA1","Successful target","Glutamate-gated ion channel"
3899541,"D05KQC","T54128",NA,"Glutamate receptor AMPA (GRIA)",NA,NA,"Chloride channel"
36811,"D0J7RK","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
107883,"D04XZP","T73495","GRIK1_HUMAN","Glutamate receptor ionotropic kainate 1 (GRIK1)","GRIK1","Successful target","Glutamate-gated ion channel"
2968,"D05QNO","T04689","ACHA_HUMAN","Neuronal acetylcholine receptor alpha-1 (CHRNA1)","CHRNA1","Successful target","Neurotransmitter receptor"
2966,"D0MP5H","T74654",NA,"Adrenergic neuron (AD neuro)",NA,NA,NA
451991,"D0GS0O","T92777","MGA_HUMAN","Intestinal maltase-glucoamylase (MGAM)","MGAM","Successful target","Glycosylase"
3339,"D07XGR; D01PKG","T86591","PPARA_HUMAN","Peroxisome proliferator-activated receptor alpha (PPARA)","PPARA","Successful target","Nuclear hormone receptor"
3385,"D05LEO","T52227","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Candi TMP1","Successful target","Methyltransferase"
3385,"D05LEO","T48945","TERT_HUMAN","TERT messenger RNA (TERT mRNA)","TERT","Successful target","mRNA target"
3385,"D05LEO","T75890","DPYD_HUMAN","Dihydrothymine dehydrogenase (DPYD)","DPYD","Successful target","CH/CH donor oxidoreductase"
3385,"D05LEO","T79249","TYSY_HUMAN","Thymidylate synthase messenger RNA (TYMS mRNA)","TYMS","Successful target","mRNA target"
3341,"D0R6BI","T22118","DRD1_HUMAN","Dopamine D1 receptor (D1R)","DRD1","Successful target","GPCR rhodopsin"
5360696,"D09OBB","T46360","SGMR1_HUMAN","Opioid receptor sigma 1 (OPRS1)","SIGMAR1","Successful target","GPCR rhodopsin"
3272300,"D0E8KS","T59679","5HT4R_HUMAN","5-HT 4 receptor (HTR4)","HTR4","Successful target","GPCR rhodopsin"
5353800,"D0X9TG","T09227",NA,"Protein tyrosine phosphatase (PTP)",NA,"Clinical trial target","Phosphoric monoester hydrolase"
5702160,"D0K0OZ","T30985","HRH2_HUMAN","Histamine H2 receptor (H2R)","HRH2","Successful target","GPCR rhodopsin"
5469318,"D00KTV","T75243","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","MTOR","Successful target","Kinase"
5469318,"D00KTV","T35486","RASN_HUMAN","GTPase NRas (NRAS)","NRAS","Clinical trial target","Small GTPase"
53276,"D0SD9V","T86192",NA,"Voltage-gated potassium channel Kv7 (KCNQ)",NA,"Clinical trial target","Voltage-gated ion channel"
3397,"D0Y0SW","T11211","ANDR_HUMAN","Androgen receptor (AR)","AR","Successful target","Nuclear hormone receptor"
108001,"D0E7LU","T99347","GRM5_HUMAN","Metabotropic glutamate receptor 5 (mGluR5)","GRM5","Clinical trial target","GPCR glutamate"
108001,"D0E7LU","T27137","GRM1_HUMAN","Metabotropic glutamate receptor 1 (mGluR1)","GRM1","Discontinued target","GPCR glutamate"
2993,"D0I2FI","T86271","KCNN2_HUMAN","Calcium-activated potassium channel KCa2.2 (KCNN2)","KCNN2","Clinical trial target","Voltage-gated ion channel"
2993,"D0I2FI","T11911","KCNN1_HUMAN","Calcium-activated potassium channel KCa2.1 (KCNN1)","KCNN1","Clinical trial target","Voltage-gated ion channel"
2993,"D0I2FI","T04388","KCNN3_HUMAN","Calcium-activated potassium channel KCa2.3 (KCNN3)","KCNN3","Clinical trial target","Voltage-gated ion channel"
2993,"D0I2FI","T93798","CNGA1_HUMAN","Cyclic nucleotide-gated channel alpha-1 (CNGA1)","CNGA1","Clinical trial target",NA
2993,"D0I2FI","T34204","CNGA2_HUMAN","Cyclic nucleotide-gated channel alpha-2 (CNGA2)","CNGA2","Clinical trial target",NA
3162,"D0Y2LR","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
2995,"D01UTL","T21945","SC6A2_HUMAN","Norepinephrine transporter (NET)","SLC6A2","Successful target","Neurotransmitter:sodium symporter"
5881,"D0K0EK","T11211","ANDR_HUMAN","Androgen receptor (AR)","AR","Successful target","Nuclear hormone receptor"
5881,"D0K0EK","T63484","G6PD_HUMAN","Glucose-6-phosphate dehydrogenase (G6PD)","G6PD","Successful target","CH-OH donor oxidoreductase"
25419,"D00HNB","T68461","ADT1_HUMAN","Adenine nucleotide translocator 1 (SLC25A4)","SLC25A4","Successful target","Mitochondrial carrier"
3410,"D04KJO","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
3333,"D0WN0U","T45993",NA,"Calcium channel unspecific (CaC)",NA,NA,NA
3396,"D0U5FS","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
5281878,"D0M4RW","T64591","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","HTR3A","Successful target","GPCR rhodopsin"
4828,"D0F2PO","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
3917,"D06SYS","T11448","ADA2A_HUMAN","Adrenergic receptor alpha-2A (ADRA2A)","ADRA2A","Successful target","GPCR rhodopsin"
3917,"D06SYS","T41580","ADA2B_HUMAN","Adrenergic receptor alpha-2B (ADRA2B)","ADRA2B","Successful target","GPCR rhodopsin"
3917,"D06SYS","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
3074,"D00GUM","T13491","S29A1_HUMAN","Solute carrier family 29 member 1 (SLC29A1)","SLC29A1","Successful target",NA
6603857,"D02YAQ","T14597","ERBB2_HUMAN","Erbb2 tyrosine kinase receptor (HER2)","ERBB2","Successful target","Kinase"
135398740,"D05ARP","T37847","DPOL_HHV11","Herpes simplex virus DNA polymerase UL30 (HSV UL30)","HSV UL30","Successful target","DNA polymerase type-B"
24066,"D0Z9QR","T14342","POL_HV1B1","Human immunodeficiency virus Reverse transcriptase (HIV RT)","HIV RT","Successful target",NA
5311070,"D0D3VT","T22118","DRD1_HUMAN","Dopamine D1 receptor (D1R)","DRD1","Successful target","GPCR rhodopsin"
6518171,"D04DYM","T03818","PPARG_HUMAN","PPAR-gamma messenger RNA (PPARG mRNA)","PPARG","Literature-reported target","mRNA target"
5924208,"D0Z5TQ","T07173","NTRK1_HUMAN","Tropomyosin-related kinase A (TrkA)","NTRK1","Successful target","Kinase"
5924208,"D0Z5TQ","T52316","RAF1_HUMAN","Raf messenger RNA (Raf mRNA)","RAF1","Clinical trial target","mRNA target"
5280961,"D0L4FS","T80896","ESR2_HUMAN","Estrogen receptor beta (ESR2)","ESR2","Successful target","Nuclear hormone receptor"
3392731,"D00TFA","T86591","PPARA_HUMAN","Peroxisome proliferator-activated receptor alpha (PPARA)","PPARA","Successful target","Nuclear hormone receptor"
6172,"D05SJW","T46185","ACM2_HUMAN","Muscarinic acetylcholine receptor M2 (CHRM2)","CHRM2","Successful target","GPCR rhodopsin"
4712,"D0W3ZN","T93566","LOX5_HUMAN","LOX-5 messenger RNA (ALOX5 mRNA)","ALOX5","Discontinued target","mRNA target"
54680690,"D0R9WP","T72657","F4NA87_STAAU","Staphylococcus 30S ribosomal subunit (Stap-coc pbp2)","Stap-coc pbp2","Successful target",NA
3033,"D0TG1H","T03403","PGH1_HUMAN; PGH2_HUMAN","Prostaglandin G/H synthase (COX)","PTGS1; PTGS2","Successful target","Paired donor oxygen oxidoreductase"
3765,"D03KEK","T54128",NA,"Glutamate receptor AMPA (GRIA)",NA,NA,"Chloride channel"
3765,"D03KEK","T23761",NA,"Sarcoplasmic/endoplasmic reticulum calcium ATPase (ATP2A)",NA,NA,"Acid anhydrides hydrolase"
3532,"D0V7RG","T30374",NA,"Gamma-aminobutyric acid uptake (GABAU)",NA,NA,NA
3532,"D0V7RG","T52969",NA,"CAP-dependent endonuclease (CDE)",NA,"Discontinued target",NA
1221,"D0G1UE","T33584","GRIA1_HUMAN","Glutamate receptor AMPA 1 (GRIA1)","GRIA1","Successful target","Glutamate-gated ion channel"
1221,"D0G1UE","T42392","GRIA2_HUMAN","Glutamate receptor AMPA 2 (GRIA2)","GRIA2","Successful target","Glutamate-gated ion channel"
1221,"D0G1UE","T62391","GRIA3_HUMAN","Glutamate receptor AMPA 3 (GRIA3)","GRIA3","Successful target","Glutamate-gated ion channel"
1221,"D0G1UE","T96235","GRIA4_HUMAN","Glutamate receptor AMPA 4 (GRIA4)","GRIA4","Successful target","Glutamate-gated ion channel"
4266,"D0Z8IJ","T54128",NA,"Glutamate receptor AMPA (GRIA)",NA,NA,"Chloride channel"
4266,"D0Z8IJ","T64382",NA,"Gamma-aminobutyric acid receptor (GAR)",NA,NA,NA
3538,"D0A9VO","T33584","GRIA1_HUMAN","Glutamate receptor AMPA 1 (GRIA1)","GRIA1","Successful target","Glutamate-gated ion channel"
3538,"D0A9VO","T54128",NA,"Glutamate receptor AMPA (GRIA)",NA,NA,"Chloride channel"
3114,"D0M4YC","T39716","SCN5A_HUMAN","Voltage-gated sodium channel alpha Nav1.5 (SCN5A)","SCN5A","Successful target","Voltage-gated ion channel"
5281708,"D0SY2M","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
5281708,"D0SY2M","T26623","ALDR_HUMAN","Aldose reductase (AKR1B1)","AKR1B1","Successful target","Short-chain dehydrogenases reductase"
5281708,"D0SY2M","T80896","ESR2_HUMAN","Estrogen receptor beta (ESR2)","ESR2","Successful target","Nuclear hormone receptor"
5281708,"D0SY2M","T72841","ERR1_HUMAN","Estrogen-related receptor-alpha (ESRRA)","ESRRA","Successful target","Nuclear hormone receptor"
5281708,"D0SY2M","T00156","TRPC5_HUMAN","Short transient receptor potential channel 5 (TRPC5)","TRPC5","Clinical trial target","Transient receptor potential catioin channel"
3042,"D07XJM","T28893","ACM1_HUMAN","Muscarinic acetylcholine receptor M1 (CHRM1)","CHRM1","Successful target","GPCR rhodopsin"
1609,"D0F3CA","T40332","ELNE_HUMAN","Neutrophil elastase (NE)","ELANE","Clinical trial target","Peptidase"
9926237,"D0A4RM","T78111",NA,"Nicotinic acetylcholine receptor (nAChR)",NA,NA,"Ion transport"
3505,"D0M7BW","T60693","OPRK_HUMAN","Opioid receptor kappa (OPRK1)","OPRK1","Successful target","GPCR rhodopsin"
1864,"D0S6SN","T97613","MTR1A_HUMAN","Melatonin receptor type 1A (MTNR1A)","MTNR1A","Successful target","GPCR rhodopsin"
28417,"D09IPV","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
132496,"D0A0ED","T75440","TSPO_HUMAN","Translocator protein (TSPO)","TSPO","Successful target","Cholesterol/porphyrin uptake translocator"
446849,"D04SEX","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
446849,"D04SEX","T80896","ESR2_HUMAN","Estrogen receptor beta (ESR2)","ESR2","Successful target","Nuclear hormone receptor"
8515,"D02PVB","T40097","MK08_HUMAN","Stress-activated protein kinase JNK1 (JNK1)","MAPK8","Clinical trial target","Kinase"
8515,"D02PVB","T74977","TTK_HUMAN","Dual specificity protein kinase TTK (MPS1)","TTK","Clinical trial target","Kinase"
8515,"D02PVB","T85421","MK08_HUMAN; MK09_HUMAN; MK10_HUMAN","Jun N terminal kinase (JNK)","MAPK8; MAPK9; MAPK10","Clinical trial target","Kinase"
8515,"D02PVB","T00663","MK10_HUMAN","Stress-activated protein kinase JNK3 (JNK3)","MAPK10","Patented-recorded target","Kinase"
8515,"D02PVB","T69375","MK09_HUMAN","Stress-activated protein kinase JNK2 (JNK2)","MAPK9","Preclinical target","Kinase"
3637,"D0K1XK","T69619","AOC3_HUMAN","Membrane copper amine oxidase (AOC3)","AOC3","Successful target","CH-NH(2) donor oxidoreductase"
3604,"D0YN5P","T01318","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Malaria DHOdehase","Successful target","CH-CH donor oxidoreductase"
3604,"D0YN5P","T78111",NA,"Nicotinic acetylcholine receptor (nAChR)",NA,NA,"Ion transport"
547,"D04UPU","T86836",NA,"Human Deoxyribonucleic acid (hDNA)",NA,"Successful target",NA
656765,"D0I6MA","T86271","KCNN2_HUMAN","Calcium-activated potassium channel KCa2.2 (KCNN2)","KCNN2","Clinical trial target","Voltage-gated ion channel"
656765,"D0I6MA","T42724","KCNN4_HUMAN","Calcium-activated potassium channel KCa3.1 (KCNN4)","KCNN4","Clinical trial target","Voltage-gated ion channel"
656765,"D0I6MA","T04388","KCNN3_HUMAN","Calcium-activated potassium channel KCa2.3 (KCNN3)","KCNN3","Clinical trial target","Voltage-gated ion channel"
29435,"D0S5LT","T92777","MGA_HUMAN","Intestinal maltase-glucoamylase (MGAM)","MGAM","Successful target","Glycosylase"
29435,"D0S5LT","T31514","LYAG_HUMAN","Lysosomal alpha-glucosidase (GAA)","GAA","Clinical trial target","Glycosylase"
29435,"D0S5LT","T61339","LYAG_HUMAN; GANAB_HUMAN; GANC_HUMAN","Alpha-glucosidase (GLA)","GAA; GANAB; GANC","Clinical trial target",NA
6047,"D08HVR","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
3108,"D0F9GE; D0R4NR","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
5754,"D0KR5B","T40016","GCR_HUMAN","Glucocorticoid receptor (NR3C1)","NR3C1","Successful target","Nuclear hormone receptor"
433294,"D07WXT","T76910","GSK3A_HUMAN","Glycogen synthase kinase-3 alpha (GSK-3A)","GSK3A","Successful target","Kinase"
3639,"D0U4UQ","T82577","ACE_HUMAN","Angiotensin-converting enzyme (ACE)","SLC33A1","Successful target","Glycosylase"
54671203,"D0S0LZ","T62094",NA,"Bacterial 30S ribosomal RNA (Bact 30S rRNA)",NA,"Successful target",NA
3153,"D0X2NO","T22118","DRD1_HUMAN","Dopamine D1 receptor (D1R)","DRD1","Successful target","GPCR rhodopsin"
3153,"D0X2NO","T46828","DRD5_HUMAN","Dopamine D5 receptor (D5R)","DRD5","Successful target","GPCR rhodopsin"
167715,"D06LQH","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
