"name","cleanm","cid","tid","nfingerprints","library","concentration","MolecularWeight","Complexity","inSmall","structCluster","pharma","day1_sleep","day2_sleep","day1_sleepBout","day2_sleepBout","day1_sleepLength","day2_sleepLength","day1_sleepLatency","day2_sleepLatency","day1_averageActivity","day2_averageActivity","day1_averageWaking","day2_averageWaking","daymean_averageWaking","night1_sleep","night2_sleep","night1_sleepBout","night2_sleepBout","night1_sleepLength","night2_sleepLength","night1_sleepLatency","night2_sleepLatency","night1_averageActivity","night2_averageActivity","night1_averageWaking","night2_averageWaking","nightmean_averageWaking"
"Moxisylyte hydrochloride","Moxisylyte",4260,"D0A7QN",1,"LOPAC","10 uM",279.37,"304",FALSE,"501","ADR-A-1-",0.95002,0.99488,0.36924,0.25341,0.10442,0.39181,-0.37493,-0.068635,-0.41404,-0.22137,0.054843,0.64548,0.36862,0.63077,0.46319,-0.30901,-0.46613,0.014364,-0.00099886,0.10431,1.1394,0.076736,0.26615,1.1425,0.68424,1.0373
"S-Methyl-L-thiocitrulline acetate/S-METHYL-L-THIOCITRULLINE ACETATE","Methyl-L-thiocitrulline acetate/METHYL-L-THIOCITRULLINE ACETATE",11957614,NA,2,"LOPAC/Spectrum","10 uM/30 uM",265.33,"227/227",FALSE,"341/341","NO-/NO-",0.021485,-0.011425,-0.1465535,-0.11205,-0.122855,0.0780835,-0.27915,-0.2212165,0.707485,0.5671685,0.814015,0.6317925,0.809675,0.35985,-0.57157,-0.41091,-0.169845,0.03417,-0.234025,-0.18994,0.20514,-0.097935,0.70003,0.315235,0.460904,0.47617
"L-Methionine sulfoximine/Methionine sulfoximine(L)","Methionine sulfoximine/Methionine sulfoximine",16118,NA,2,"LOPAC/Prestwick","10 uM/15 uM",180.23,"244/244",FALSE,"807/807","EAA-G-/EAA-G-",0.398975,0.4945675,0.1139415,0.212685,0.2074825,0.35475,-0.35462,-0.00115000000000004,0.0956515,0.39928,0.418955,0.82508,0.66068,0.69849,-0.176055,-0.466285,-0.036375,0.458993,-0.0396155,-0.1533885,0.25139,-0.42297,0.271785,0.224955,0.430705,0.38963
"Pancuronium Bromide/Pancuronium Bromide","Pancuronium Bromide/Pancuronium Bromide",27350,NA,2,"LOPAC/Prestwick","10 uM/15 uM",732.7,"1000/1000",TRUE,"526/526","ACH-M-/ACH-M-",0.838785,0.728735,-0.153425,0.69949,0.79568,0.114976,0.73048,-0.189133,0.2200555,-0.010335,2.44455,0.815445,1.617,-0.00959499999999999,1.21868,0.145445,-0.59302,0.344185,1.414205,0.054496,-0.2356905,0.48155,-0.3685165,1.767795,1.9278,2.121485
"3-alpha,21-Dihydroxy-5-alpha-pregnan-20-one","3-alpha,21-Dihydroxy-5-alpha-pregnan-20-one",11957655,NA,1,"LOPAC","10 uM",334.5,"517",FALSE,"264","GABA-",2.036,2.2665,-1.6574,-1.34,26.922,7.3817,1.7698,1.6558,-1.4319,-1.5019,-1.2106,-1.6477,-1.6127,1.5102,2.1596,-2.4029,-3.6126,0,56.648,0,-0.53282,-1.1862,-1.6917,-2.206,-3.0197,-2.9747
"Pirfenidone","Pirfenidone",40632,"D02WCI",1,"LOPAC","10 uM",185.22,"285",FALSE,"635","GF-FB-",0.32337,0.27256,0.40293,0.5316,-0.052506,-0.09223,-0.40907,-0.30914,-0.023625,-0.090336,0.58078,0.27352,0.4708,0.54361,0.0067618,-0.35794,-0.18242,0.27541,0.15939,-0.17288,-0.056069,-0.31912,0.30891,0.84029,0.74217,0.95844
"1,3-Dimethyl-8-phenylxanthine","1,3-Dimethyl-8-phenylxanthine",1922,"D0V8MD",1,"LOPAC","10 uM",256.26,"394",FALSE,"308","ADS-1-",0.49924,0.69721,0.1473,0.43159,0.10025,0.30227,-0.38217,-0.41646,-0.068717,-0.17273,0.37609,0.55862,0.51458,0.60257,0.33133,-0.49587,-0.50588,0.4667,0.46958,0.026515,0.17974,-0.16816,0.37994,1.0575,1.4132,1.4047
"PRE-084/PRE-084","PRE-084/PRE-084",126402,"D01KIU",2,"LOPAC/Opioid","10 uM/15 uM",317.4,"367/367",FALSE,"438/438","OPI+/OPI+",0.2848,0.07318,1.00651,0.776965,-0.286595,-0.381605,-0.324285,-0.355165,-0.564675,-0.657815,-0.55048,-0.88989,-0.805595,0.681165,0.470825845,-0.2077885,-0.00995000000000001,0.27094,0.297824,-0.320455,-0.392925,-0.364804,-0.2724655,0.611565,0.45038,0.66732
"PPNDS tetrasodium","PPNDS",5311367,NA,1,"LOPAC","10 uM",694.4,"1170",FALSE,"347","PU-P2-",-0.34328,-0.0039159,-0.08787,0.33158,-0.29148,-0.24876,-0.29549,0.063552,0.24003,0.016222,0.11656,-0.027884,0.048986,0.24884,-0.82896,-0.034107,-0.32534,-0.13308,-0.423,-0.16015,0.65649,-0.2471,0.55662,-0.095729,-0.11557,-0.12204
"PD 404,182","PD 404,182",6603967,NA,1,"LOPAC","10 uM",217.29,"313",FALSE,"560","SY-CW-",-0.040342,0.16714,-0.77294,-0.37801,0.36887,0.19511,-0.22078,0.61576,0.90088,0.55613,1.3198,0.83022,1.1846,0.15287,-0.13279,0.031859,0.028209,0.0065665,-0.19103,-0.14318,-0.24062,-0.27185,-0.044058,0.0083441,-0.22019,-0.084773
"Papaverine Hydrochloride/Papaverine Hydrochloride/Papaverine Hydrochloride","Papaverine/Papaverine/Papaverine",4680,"D0NJ3V",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",339.4,"407/407/407",TRUE,"689/689/689","ES-P-/ES-P-/ES-P-",0.911247,1.30119666666667,-0.407446666666667,-1.16418666666667,7.474929,44.8352333333333,0.03523,0.737513333333333,0.1601,0.286636666666667,0.908433333333333,1.33976666666667,1.11526666666667,0.316133333333333,1.07465666666667,-0.43692,-1.7002,0.61641,3.54196666666667,-0.1638993,0.0700376666666667,0.628086666666667,-0.214123333333333,2.32836666666667,1.64556666666667,2.59053333333333
"(±)-Metoprolol (+)-tartrate/Metoprolol-(+,-) (+)-tartrate salt","Metoprolol/Metoprolol",4171,"D0I2MK",2,"NA/Prestwick","?/15 uM",267.36,"215/215",FALSE,"760/760","ADR-B-1-/ADR-B-1-",0.05085,0.438016,-0.08021,0.2230055,0.151432,0.4247635,-0.127655,-0.297475,0.098055,-0.079875,0.1771595,0.2467,0.2296425,0.396045,0.276805,0.250405,0.348165,0.109435,0.041056,-0.224855,-0.213395,-0.43404,-0.133571,-0.228665,0.06192,-0.13451
"Mibefradil Dihydrochloride","Mibefradil",60663,"D0W8XT",1,"LOPAC","10 uM",495.6,"709",FALSE,"740","CHA-CA-",1.366,2.2981,0.13588,0.34265,1.8478,2.6447,-0.34938,-0.49795,0.81835,-0.37296,2.8823,2.3667,2.7819,0.57312,1.3166,0.029617,-0.078707,0.53901,1.7668,-0.11843,-0.070756,1.1685,0.75753,4.0035,3.6709,4.6582
"N6-Methyladenosine/N6-Methyladenosine/N6-methyladenosine","N6-Methyladenosine/N6-Methyladenosine/N6-methyladenosine",102175,NA,3,"LOPAC/Purinergic & Adenosine/Prestwick","10 uM/15 uM/15 uM",281.27,"349/349/349",FALSE,"834/834/834","ADS+/ADS+/ADS+",0.391963333333333,0.83322,0.176957,0.43763,0.25279,0.79076,-0.360266666666667,-0.336126666666667,0.114306666666667,-0.230366666666667,0.408950333333333,0.34833,0.401273333333333,0.485043333333333,0.190016666666667,-0.02485,-0.0322533333333333,0.30007,0.218803333333333,-0.03729,0.0808266666666667,-0.437303333333333,0.209196666666667,-0.236163333333333,0.490825233333333,0.114791333333333
"(S)-MAP4 hydrochloride","MAP4",1795545,"D09SXN",1,"LOPAC","10 uM",197.13,"224",FALSE,"835","EAA-G-",0.35388,0.79664,0.34686,0.24838,0.32215,0.95581,-0.3736,-0.47884,-0.04533,0.3546,0.20433,0.88384,0.57355,0.80374,0.17346,-0.093789,0.44871,0.58914,-0.15524,-0.25371,0.032938,-0.85901,-0.14314,-0.75912,-0.1369,-0.54932
"(?)-Methoxyverapamil Hydrochloride","Methoxyverapamil",1234,"D00ERV",1,"LOPAC","10 uM",484.6,"639",TRUE,"621","CHA-CA-",1.841,2.1317,0.058384,0.027052,2.6293,3.3108,-0.33188,-0.52524,-0.64623,-0.10683,1.5636,2.6681,2.2366,1.3549,1.329,-1.3124,-0.51146,2.3363,2.1521,-0.2381,-0.1226,-1.0695,-0.17076,-0.12839,2.3018,1.2957
"Metrazoline Oxalate","Metrazoline",11957617,NA,1,"LOPAC","10 uM",276.29,"314",FALSE,"14","IMID-",0.99397,1.4398,0.3038,-0.018034,0.86234,2.0642,-0.34938,-0.41198,-0.59314,-0.37615,-0.13115,0.54516,0.21653,1.2666,0.61545,-1.0965,-0.65346,1.8374,1.9292,-0.34217,-0.32567,-1.0922,-0.33931,-0.72096,0.081947,-0.39511
"Gw9662","Gw9662",644213,"D00ACX",1,"LOPAC","10 uM",276.67,"339",TRUE,"151","PPAR-G-",2.5279,2.5917,0.17033,0.30167,3.4033,3.0764,-0.24172,-0.52114,-1.825,-1.6755,-1.1642,-0.53337,-0.90157,1.3991,0.44504,-1.6132,-0.72784,3.4046,1.346,0.006452,0.12367,-1.0336,1.5364,-0.056825,1.7279,0.99698
"Pentolinium di[L(+)-tartrate]/Pentolinium bitartrate","Pentolinium/Pentolinium",5850,"D0IX1A",2,"LOPAC/Prestwick","10 uM/15 uM",240.43,"201/201",FALSE,"11/11","ACH-N-/ACH-N-",0.2151895,0.3309065,0.347045,0.16728,-0.1772625,0.25056,-0.245525,-0.181235,-0.11888,-0.20164,0.00773499999999999,-0.0318,-0.00315499999999999,0.682315,0.367544,0.0124839,-0.0923,0.2680075,0.406205,-0.294195,0.9222725,-0.626505,-0.218873,-0.372905,-0.017761,-0.268645
"1-Phenyl-3-(2-thiazolyl)-2-thiourea","1-Phenyl-3-(2-thiazolyl)-2-thiourea",719408,NA,1,"LOPAC","10 uM",235.3,"217",FALSE,"844","DOPA-",2.2794,2.4163,-0.74738,0.36636,25.924,3.676,0.45255,-0.087541,-1.5261,-1.6279,-1.5188,-1.8083,-1.8638,1.4334,1.9974,-1.8751,-1.4551,5.0224,3.9537,0.72495,-0.40035,-1.1692,-1.6576,-1.6006,-1.9102,-2.2321
"Thiolactomycin","Thiolactomycin",135403829,"D04JTY",1,"LOPAC","10 uM",210.29,"352",FALSE,"326","PRT-SY-",0.40715,0.47916,0.47086,0.82807,0.38548,0.097566,-0.34113,-0.25481,-0.24277,-0.18023,-0.025819,0.12272,0.058172,0.839,-0.54073,-0.53278,-0.24565,1.138,-0.2148,-0.26686,1.5339,-0.82818,0.5186,-0.715,0.31211,-0.30976
"Cisplatin/Cisplatin","Cisplatin/Cisplatin",5702198,"D0U5HU",2,"LOPAC/Spectrum","10 uM/30 uM",300.05,"2/2",FALSE,"18/18","DNA-/DNA-",0.88329,1.67205,0.613972,0.816315,0.4936435,1.53486,-0.30254,-0.355685,0.138675,-0.48913,1.0692,0.688675,0.978045,0.831125,1.2498,-0.408875,-0.76794,0.870215,2.22015,-0.25367,-0.242155,-0.556595,-0.58666,0.44588,0.71777,0.705745
"Podophyllotoxin/Podophyllotoxin/*(D)Podofilox","Podophyllotoxin/Podophyllotoxin/Podofilox",10607,"D0D4HN",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",414.4,"629/629/629",FALSE,"354/354/354","MICTUBE-/MICTUBE-/MICTUBE-",2.05103333333333,2.947,-0.438192,-1.85096666666667,52.8318833333333,110.435733333333,0.441816666666667,2.85542533333333,-1.21981,-1.63463333333333,-0.556033333333333,-1.19443333333333,-1.54037666666667,-0.0844233333333334,2.49643333333333,-0.166283333333333,-2.82783333333333,1.30662366666667,8.17806666666667,-0.133776666666667,0.320166666666667,3.18183333333333,-1.8187,5.1887,-2.32164333333333,2.23626666666667
"SU 9516","SU 9516",5289419,"D0L3FK",1,"LOPAC","10 uM",241.24,"369",FALSE,"842","KI-CD-2-",2.697,3.4049,-1.885,-1.9291,158.19,292.68,0.93382,2.5887,-1.6131,-1.7486,-1.5666,-1.5585,-2.3544,1.5991,2.7712,-2.6154,-3.8663,5.5169,164.75,0.43146,14.81,-1.2305,-1.9217,-2.3944,-3.1398,-3.4056
"Palmitoyl-DL-Carnitine chloride","Palmitoyl-DL-Carnitine",461,NA,1,"LOPAC","10 uM",399.6,"398",FALSE,"236","KI-PR-C-",2.7354,3.4015,-2.013,-1.916,201.53,269.37,1.2673,2.4011,-1.6166,-1.7483,0,-1.061,-2.281,1.7434,2.773,-3.0168,-3.8741,0,0,0,0,-1.276,-1.9215,-2.7981,-3.2484,-3.8485
"R(-)-N6-(2-Phenylisopropyl)adenosine/(-)-N6-(2-Phenylisopropyl)adenosine/(+)-N6-(2-Phenylisopropyl)adenosine","N6-(2-Phenylisopropyl)adenosine/N6-(2-Phenylisopropyl)adenosine/N6-(2-Phenylisopropyl)adenosine",11957661,NA,3,"LOPAC/Purinergic & Adenosine/Purinergic & Adenosine","10 uM/15 uM/15 uM",385.4,"509/509/509",FALSE,"738/738/738","ADS-1+/ADS-1+/ADS-1+",0.357843333333333,0.589564333333333,0.206960333333333,0.53857,-0.0419,0.292356666666667,-0.350473333333333,-0.331523,-0.493636666666667,-0.581916666666667,-0.388126333333333,-0.323993333333333,-0.403310666666667,0.583406666666667,-0.15877,0.0100066666666666,0.04515,0.267853333333333,-0.20176,-0.383016666666667,0.67511,-0.63367,0.0486166666666667,-0.57959,0.0377753333333333,-0.3156
"MRS 1754","MRS 1754",6603931,"D01QYQ",1,"LOPAC","10 uM",486.5,"843",FALSE,"308","ADS-2-",0.27381,0.24673,0.42027,0.59203,-0.12458,-0.1375,-0.3221,-0.24656,-0.13755,-0.058857,0.2177,-0.0043213,0.087042,0.11251,0.36532,0.15938,0.19122,-0.26062,0.16046,0.24003,0.082047,-0.11375,0.0044845,-0.076678,0.37706,0.063249
"2-Methoxyestradiol","2-Methoxyestradiol",66414,"D06NYA; D0E6VS",1,"LOPAC","10 uM",302.4,"425",TRUE,"380","ESTR-",0.88314,0.92333,1.4355,0.54077,-0.11136,0.36205,-0.088577,-0.36557,-0.77756,-0.50682,-0.76342,-0.14937,-0.41673,-2.9555,1.2684,1.1798,-0.52554,-0.95745,1.5552,0.3665,-0.043381,2.2509,1.1772,1.7937,5.2554,3.1903
"Cysteamine hydrochloride/MERCAPTAMINE HYDROCHLORIDE","Cysteamine/MERCAPTAMINE",6058,"D0V0LB",2,"LOPAC/Spectrum","10 uM/30 uM",77.15,"10/10",FALSE,"363/363","UN-/UN-",0.1158685,0.0094825,0.35287,0.402647,-0.164071,-0.224425,-0.402045,-0.22319,0.25377,0.736465,0.381465,0.64023,0.553245,-0.95952,-0.67666,0.754775,-0.02575,-0.499865,-0.35821,0.273415,0.11069,0.1265725,0.54187,-0.1688535,0.247455,-0.005046
"alpha,beta-Methylene adenosine 5-triphosphate dilithium","alpha,beta-Methylene adenosine 5-triphosphate dilithium",11957603,NA,1,"LOPAC","10 uM",517.1,"789",FALSE,"51","PU-P2+",0.61795,0.8254,0.74138,0.91931,-0.068586,0.094024,0.1691,-0.28056,-0.34946,-0.36754,0.12946,0.32649,0.27475,0.03774,0.45733,0.18659,-0.10239,-0.25034,2.5807,-0.13937,-0.1292,-0.098532,0.10951,-0.084357,0.72614,0.17286
"Methoxamine hydrochloride/Methoxamine hydrochloride/METHOXAMINE HYDROCHLORIDE","Methoxamine/Methoxamine/METHOXAMINE",6082,"D09GYT",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",211.26,"189/189/189",FALSE,"685/685/685","ADR-A-1+/ADR-A-1+/ADR-A-1+",0.171189,0.27741,0.583153333333333,0.49996,-0.143376666666667,-0.0120566666666667,-0.307123333333333,-0.106485,-0.00320666666666665,0.386046666666667,0.11164,0.583844666666667,0.400316666666667,0.271173333333333,-0.0575966666666667,0.0876433333333333,0.11335,0.061341,-0.140462,-0.123133333333333,0.471096666666667,-0.252366666666667,0.375890333333333,-0.144758333333333,0.662886666666667,0.0980866666666667
"Mitoxantrone/Mitoxantrone dihydrochloride/Mitoxanthrone Hydrochloride","Mitoxantrone/Mitoxantrone/Mitoxanthrone",4212,"D0R3JB",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",444.5,"571/571/571",FALSE,"411/411/411","IM-/IM-/IM-",1.819721,2.15873666666667,-1.09723933333333,-0.903196666666667,13.7056366666667,108.836386666667,1.8498,1.47507333333333,-0.943836666666667,-1.21925933333333,-0.902753333333333,-1.258481,-1.12347333333333,1.08416666666667,2.6745,-2.17225033333333,-2.76227,-0.10288,40.6865333333333,0.346966666666667,0.31282,-0.459033333333333,-1.94043333333333,-0.996726666666667,-2.23759333333333,-1.35193
"O-Methylserotonin hydrochloride/5-Methoxytryptamine HCl/5-METHOXYTRYPTAMINE/MEXAMINE","O-Methylserotonin/5-Methoxytryptamine/5-METHOXYTRYPTAMINE/MEXAMINE",1833,"D04AQE",4,"LOPAC/Orphan/Prestwick/Spectrum","10 uM/15 uM/15 uM/30 uM",190.24,"186/186/186/186",FALSE,"419/419/419/419","5HT+/5HT+/5HT+/5HT+",0.56601675,0.681065,0.5349075,0.895015,0.265185,0.23083,-0.0261375,-0.243847,-0.33964325,-0.527455,-0.1314635,-0.26037025,-0.22364225,0.0735185,0.24233625,-0.08265025,0.26086575,0.097486,0.1877625,-0.0821975,-0.18284,-0.1428885,0.08640175,0.04007975,0.4523225,0.18389925
"Se-(methyl)selenocysteine hydrochloride","Se-(methyl)selenocysteine",11957622,NA,1,"LOPAC","10 uM",218.55,"86",FALSE,"807","SY-CW-",1.253,2.0059,0.30222,-1.3874,0.73026,52.334,-0.20936,0.44331,-0.83014,-1.2387,-0.082711,-1.3656,-0.62076,-0.60776,2.2072,0.49273,-2.0195,-0.50637,12.625,-0.10324,-0.16221,0.14388,-1.5878,0.2326,-1.1277,-0.18652
"Praziquantel/Praziquantel/PRAZIQUANTEL","Praziquantel/Praziquantel/PRAZIQUANTEL",4891,"D0L9ZR",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",312.4,"472/472/472",FALSE,"180/180/180","PERM+/PERM+/PERM+",0.402816666666667,0.249196666666667,0.352371,0.664126666666667,-0.116396666666667,-0.169990333333333,0.341435933333333,-0.248071933333333,-0.396803333333333,-0.496046666666667,-0.372012333333333,-0.496523333333333,-0.501312666666667,0.203666666666667,0.71636,-0.0815366666666667,-0.310509666666667,0.177859666666667,0.904766666666667,0.0574033333333334,-0.34955,-0.48027,-0.770963333333333,-0.392836333333333,-0.48979,-0.496633333333333
"5alpha-Pregnan-3alpha-ol-11,20-dione/Alfaxalone","5alpha-Pregnan-3alpha-ol-11,20-dione/Alfaxalone",104845,"D06UBH",2,"LOPAC/Prestwick","10 uM/15 uM",332.5,"569/569",FALSE,"264/264","PUMP-/PUMP-",3.07565,2.88515,-1.3295,-1.075635,10.2725,23.575025,1.948355,1.236575,-1.6224,-1.5777,-1.18939,-0.689115,-1.297435,2.1433,2.9919,-3.3675,-3.2993,34.2175,61.30455,8.48815,0.27075,-1.326,-1.78045,-1.6981,-1.41286,-0.52435
"Pempidine tartrate/Pempidine tartrate","Pempidine/Pempidine",6603,NA,2,"LOPAC/Prestwick","10 uM/15 uM",155.28,"131/131",FALSE,"72/72","ACH-N-/ACH-N-",0.5065545,0.56501,0.37337,0.60231,0.09108,0.20293,-0.248035,-0.1878,-0.09075,-0.174915,0.179655,0.07987,0.149425,0.441,0.443515,-0.260425,0.39428,0.216355,0.277401,-0.273235,-0.25148,0.03007,0.39354,0.49189,0.97137,0.8363745
"Piracetam/Piracetam/PIRACETAM","Piracetam/Piracetam/PIRACETAM",4843,"D0Q4YK",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",142.16,"167/167/167",FALSE,"319/319/319","ACH+/ACH+/ACH+",0.164017,-0.049205,0.76925,0.455816666666667,-0.27543,-0.303396666666667,-0.240822,-0.17246,-0.270941,-0.087082,-0.229637333333333,-0.2198211,-0.248813333333333,0.0498466666666667,0.179916666666667,0.283436666666667,0.450793333333333,-0.108938333333333,-0.0864193333333333,-0.206710333333333,-0.160916666666667,-0.398747,-0.432623333333333,-0.301462666666667,-0.480556666666667,-0.42884
"Phosphomycin disodium/FOSFOMYCIN","Phosphomycin/FOSFOMYCIN",446987,"D01GYT",2,"LOPAC/Spectrum","10 uM/30 uM",138.06,"138/138",FALSE,"213/213","SY-CW-/SY-CW-",0.096675,0.40798,0.261145,0.937175,-0.102328,-0.0462495,-0.17836,-0.20582,-0.00439499999999998,-0.361909,0.017985,-0.19974,-0.11852,0.3404915,-0.08658,-0.0874685,0.18865,0.0809823,-0.192936,-0.259195,0.05345,-0.236196,0.504775,0.0866075,0.54228,0.37454
"MDL 28170","MDL 28170",72430,"D0G5ZE",1,"LOPAC","10 uM",382.5,"497",FALSE,"533","KI-CD-2-",0.48405,0.37895,0.32512,0.20551,0.42444,0.30123,-0.31145,-0.37406,-0.40116,-0.096985,-0.26963,0.036174,-0.12899,1.0553,0.14152,-0.49313,0.68087,0.93385,-0.22874,-0.41767,-0.26309,-0.66092,-0.37669,-0.49845,-0.51495,-0.60923
"Myricetin/Myricetin","Myricetin/Myricetin",5281672,"D0T3PW",2,"LOPAC/Prestwick","10 uM/15 uM",318.23,"506/506",FALSE,"223/223","PO-RDNA-/PO-RDNA-",0.071495,-0.17538,0.049245,0.102301,0.12448,-0.3626,-0.32472,0.1470045,-0.24386,-0.37073,-0.2758225,-0.51355,-0.45357,0.843729,-0.691625,-0.6574615,-0.81021,0.97082,-0.351545,-0.24634,0.672585,-0.529185,0.309595,-0.29302,-0.226015,-0.34637
"NG-Monomethyl-L-arginine acetate","NG-Monomethyl-L-arginine acetate",135242,"D06OQI",1,"LOPAC","10 uM",248.28,"224",FALSE,"341","NO-",0.84103,0.6354,0.21232,0.47261,0.81176,0.24775,-0.32122,-0.0097837,-0.44564,0.036262,-0.40381,0.25205,-0.07781,1.0684,-0.074339,-0.45343,-0.35826,1.0575,-0.029151,-0.47052,0.38233,-0.62336,-0.029799,-0.52698,-0.30873,-0.56247
"Mk-912","Mk-912",189711,"D0Y4LU",1,"LOPAC","10 uM",339.4,"555",TRUE,"291","ADR-A-2-",1.9634,2.5386,0.90321,0.80001,1.5348,2.2524,-0.37005,-0.52842,-0.85701,-0.93754,0.54253,1.2524,1.0321,0.50563,1.42,-0.59633,0.11801,0.71708,1.3283,-0.38243,-0.40175,0.2915,-0.2572,1.006,2.6197,1.7769
"(±)-3-(3,4-dihydroxyphenyl)-2-methyl-DL-alanine","3-(3,4-dihydroxyphenyl)-2-methyl-DL-alanine",4138,NA,1,"NA","?",211.21,"246",FALSE,"848","ADR-A-2+",0.57329,0.19366,-0.055569,-0.018499,0.9769,0.36373,-0.36809,-0.4568,-0.6118,-0.13186,-0.48426,0.025579,-0.25463,1.1168,-0.56877,-0.32642,-0.42321,0.62258,-0.38918,-0.4118,0.45684,-0.66812,0.47315,-0.53489,0.18551,-0.39814
"MRS 2159","MRS 2159",135484644,NA,1,"LOPAC","10 uM",461.21,"592",FALSE,"347","PU-P2-",0.45087,0.69185,0.41442,0.35629,0.31444,0.56595,-0.36419,-0.38641,-0.19407,-0.26781,0.10071,0.31967,0.24243,1.033,-0.042976,-0.02475,-0.21394,0.55935,-0.027975,-0.44703,0.25123,-0.65155,0.13564,-0.59477,0.3134,-0.40561
"Gr 127935 Hydrochloride","Gr 127935",107780,"D06DZI",1,"LOPAC","10 uM",497.6,"739",TRUE,"418","5HT-1-B-",1.9726,1.6477,1.1429,0.74401,1.2823,1.4408,-0.33098,-0.46791,-1.0382,-0.98205,0.10495,-0.37245,-0.15873,1.4653,1.1341,-0.65984,0.60871,0.87036,0.92864,-0.33545,-0.43705,-0.46286,-0.47482,0.56724,0.97199,0.82698
"2,6-Difluoro-4-[2-(phenylsulfonylamino)ethylthio]phenoxyacetamide","2,6-Difluoro-4-[2-(phenylsulfonylamino)ethylthio]phenoxyacetamide",6603828,NA,1,"LOPAC","10 uM",402.4,"541",FALSE,"849","EAA-G+",1.1843,0.93358,0.98311,0.93356,0.65714,0.37343,-0.21184,-0.47655,-0.89209,-0.44785,-0.6229,0.20233,-0.22874,1.3665,0.030821,-0.73128,0.59428,1.1825,-0.28451,-0.52925,-0.038707,-0.77549,0.18198,-0.69277,0.44726,-0.44396
"Pyrilamine maleate/Pyrilamine maleate/Mepyramine maleate","Pyrilamine/Pyrilamine/Mepyramine",4992,"D08JZS",3,"LOPAC/Prestwick/Histaminergic","10 uM/15 uM/15 uM",285.4,"277/277/277",FALSE,"262/262/262","HIST-1-/HIST-1-/HIST-1-",-0.0644466666666667,0.468293333333333,-0.49206,-0.356163333333333,0.0904533333333333,0.642417666666667,-0.341953333333333,-0.25014,0.312898,-0.139915666666667,0.521433333333333,0.305773333333333,0.455693333333333,0.404283333333333,0.454663333333333,-0.0875266666666667,-0.489467,0.0533803333333333,0.147106666666667,-0.227256666666667,-0.1335659,-0.25614,0.045394,0.0347657566666667,0.629934333333333,0.334239
"Piroxicam/Piroxicam/piroxicam/PIROXICAM","Piroxicam/Piroxicam/piroxicam/PIROXICAM",54676228,"D00IBN",4,"LOPAC/Prestwick/Randall Peterson/Spectrum","10 uM/15 uM/?/30 uM",331.3,"611/611/611/611",TRUE,"451/451/451/451","SY-PG-/SY-PG-/SY-PG-/SY-PG-",-0.333949,-0.2369419,-0.4424375,-0.3432815,-0.11751375,0.04673475,0.41593925,-0.2130025,0.658115,0.39039,0.59007,0.115978,0.3739175,0.04554,0.13238375,-0.11769175,0.00305475000000001,0.0239155,0.14271625,-0.157050575,-0.07381425,-0.1009625,-0.15131,0.022371175,-0.162213,-0.099394
"3-n-Propylxanthine/3-N-Propylxanthine","3-n-Propylxanthine/3-N-Propylxanthine",1676,"D09AMZ; D0FK2Q",2,"LOPAC/Purinergic & Adenosine","10 uM/15 uM",194.19,"268/268",FALSE,"534/534","ES-P-/ES-P-",0.76666,1.23765,0.142414,0.30324,0.380675,1.115775,-0.34281,-0.372905,-0.286656,-0.418585,0.0718785,0.22328,0.155351,0.66381,0.40457,-0.1708065,0.20458,0.0967235,-0.0045145,-0.34802,-0.1070975,-0.43837,-0.1027575,-0.01927,0.198025,0.10027
"Phenylephrine hydrochloride/L-phenylephrine/PHENYLEPHRINE HYDROCHLORIDE","Phenylephrine/phenylephrine/PHENYLEPHRINE",6041,"D0O6IU",3,"LOPAC/Randall Peterson/Spectrum","10 uM/?/30 uM",167.2,"130/130/130",FALSE,"583/583/583","ADR-A-1+/ADR-A-1+/ADR-A-1+",-0.49858,-0.3075,-0.58027,-0.445953333333333,-0.199109666666667,-0.245565333333333,0.230702333333333,-0.021448,0.498825333333333,0.36699,0.279196666666667,0.20024,0.250803333333333,0.109571333333333,-0.511211333333333,0.2431796,-0.334576666666667,-0.229643666666667,-0.302856666666667,-0.204194666666667,0.732627666666667,-0.2412508,0.240001,-0.258217,-0.0794066666666667,-0.213122333333333
"Pentylenetetrazole/Pentylenetetrazole/PENTYLENETETRAZOLE/PENTETRAZOLE","Pentylenetetrazole/Pentylenetetrazole/PENTYLENETETRAZOLE/PENTETRAZOLE",5917,NA,4,"LOPAC/Prestwick/Prestwick/Spectrum","10 uM/15 uM/15 uM/30 uM",138.17,"116/116/116/116",FALSE,"20/20/20/20","NEURT-/NEURT-/NEURT-/NEURT-",0.1493255,0.035405,0.053464,-0.00611777499999999,1.51880335,3.326128125,-0.076938,0.1163725,0.3298575,0.29144,0.54138,0.32668725,0.4234925,0.47529875,-0.06029425,0.067695,0.1139025,-0.11151025,-0.1627225,-0.33289025,0.1276175,-0.2671061,0.2807442,0.06338725,0.2024285,0.1533025
