"cid","tid","TARGETID","keggid","keggname"
785,"D03UOT","T97035","hsa00740","Riboflavin metabolism"
785,"D03UOT","T97035","hsa01100","Metabolic pathways"
785,"D03UOT","T97035","hsa04916","Melanogenesis"
1663,"D0P9BM","T62193","hsa00340","Histidine metabolism"
1663,"D0P9BM","T62193","hsa00350","Tyrosine metabolism"
1663,"D0P9BM","T62193","hsa00360","Phenylalanine metabolism"
1663,"D0P9BM","T62193","hsa00380","Tryptophan metabolism"
1663,"D0P9BM","T62193","hsa01100","Metabolic pathways"
1663,"D0P9BM","T62193","hsa04726","Serotonergic synapse"
1663,"D0P9BM","T62193","hsa04728","Dopaminergic synapse"
1663,"D0P9BM","T62193","hsa05030","Cocaine addiction"
1663,"D0P9BM","T62193","hsa05031","Amphetamine addiction"
1663,"D0P9BM","T62193","hsa05034","Alcoholism"
6603901,"D0YK9T","T36557","hsa03320","PPAR signaling pathway"
6603901,"D0YK9T","T36557","hsa04310","Wnt signaling pathway"
6603901,"D0YK9T","T36557","hsa05200","Pathways in cancer"
6603901,"D0YK9T","T36557","hsa05221","Acute myeloid leukemia"
156314,"D0D3PZ","T07806","hsa04024","cAMP signaling pathway"
156314,"D0D3PZ","T07806","hsa04080","Neuroactive ligand-receptor interaction"
156314,"D0D3PZ","T07806","hsa04726","Serotonergic synapse"
156314,"D0D3PZ","T11072","hsa04024","cAMP signaling pathway"
156314,"D0D3PZ","T11072","hsa04080","Neuroactive ligand-receptor interaction"
156314,"D0D3PZ","T11072","hsa04726","Serotonergic synapse"
156314,"D0D3PZ","T78656","hsa04024","cAMP signaling pathway"
156314,"D0D3PZ","T78656","hsa04080","Neuroactive ligand-receptor interaction"
156314,"D0D3PZ","T78656","hsa04726","Serotonergic synapse"
156314,"D0D3PZ","T79062","hsa04014","Ras signaling pathway"
156314,"D0D3PZ","T79062","hsa04020","Calcium signaling pathway"
156314,"D0D3PZ","T79062","hsa04080","Neuroactive ligand-receptor interaction"
156314,"D0D3PZ","T79062","hsa04726","Serotonergic synapse"
1779,"D04DHB","T62276","hsa04014","Ras signaling pathway"
1779,"D04DHB","T62276","hsa04015","Rap1 signaling pathway"
1779,"D04DHB","T62276","hsa04020","Calcium signaling pathway"
1779,"D04DHB","T62276","hsa04024","cAMP signaling pathway"
1779,"D04DHB","T62276","hsa04080","Neuroactive ligand-receptor interaction"
1779,"D04DHB","T62276","hsa04713","Circadian entrainment"
1779,"D04DHB","T62276","hsa04720","Long-term potentiation"
1779,"D04DHB","T62276","hsa04724","Glutamatergic synapse"
1779,"D04DHB","T62276","hsa05010","Alzheimer's disease"
1779,"D04DHB","T62276","hsa05014","Amyotrophic lateral sclerosis (ALS)"
1779,"D04DHB","T62276","hsa05016","Huntington's disease"
1779,"D04DHB","T62276","hsa05030","Cocaine addiction"
1779,"D04DHB","T62276","hsa05031","Amphetamine addiction"
1779,"D04DHB","T62276","hsa05033","Nicotine addiction"
1779,"D04DHB","T62276","hsa05034","Alcoholism"
3308,"D0N1WU","T66665","hsa00590","Arachidonic acid metabolism"
3308,"D0N1WU","T66665","hsa01100","Metabolic pathways"
3308,"D0N1WU","T66665","hsa04064","NF-kappa B signaling pathway"
3308,"D0N1WU","T66665","hsa04370","VEGF signaling pathway"
3308,"D0N1WU","T66665","hsa04668","TNF signaling pathway"
3308,"D0N1WU","T66665","hsa04723","Retrograde endocannabinoid signaling"
3308,"D0N1WU","T66665","hsa04726","Serotonergic synapse"
3308,"D0N1WU","T66665","hsa04913","Ovarian steroidogenesis"
3308,"D0N1WU","T66665","hsa04921","Oxytocin signaling pathway"
3308,"D0N1WU","T66665","hsa04923","Regulation of lipolysis in adipocytes"
3308,"D0N1WU","T66665","hsa05140","Leishmaniasis"
3308,"D0N1WU","T66665","hsa05200","Pathways in cancer"
3308,"D0N1WU","T66665","hsa05204","Chemical carcinogenesis"
3308,"D0N1WU","T66665","hsa05206","MicroRNAs in cancer"
3308,"D0N1WU","T66665","hsa05222","Small cell lung cancer"
4284721,"D03KNI","T59679","hsa04020","Calcium signaling pathway"
4284721,"D03KNI","T59679","hsa04024","cAMP signaling pathway"
4284721,"D03KNI","T59679","hsa04080","Neuroactive ligand-receptor interaction"
4284721,"D03KNI","T59679","hsa04726","Serotonergic synapse"
3707,"D0Y0ES","T87675","hsa04114","Oocyte meiosis"
3707,"D0Y0ES","T49898","hsa04110","Cell cycle"
3707,"D0Y0ES","T49898","hsa04114","Oocyte meiosis"
3707,"D0Y0ES","T49898","hsa04115","p53 signaling pathway"
3707,"D0Y0ES","T49898","hsa04540","Gap junction"
3707,"D0Y0ES","T49898","hsa04914","Progesterone-mediated oocyte maturation"
3707,"D0Y0ES","T49898","hsa05168","Herpes simplex infection"
3707,"D0Y0ES","T49898","hsa05169","Epstein-Barr virus infection"
3707,"D0Y0ES","T49898","hsa05203","Viral carcinogenesis"
3707,"D0Y0ES","T70176","hsa04068","FoxO signaling pathway"
3707,"D0Y0ES","T70176","hsa04110","Cell cycle"
3707,"D0Y0ES","T70176","hsa04114","Oocyte meiosis"
3707,"D0Y0ES","T70176","hsa04115","p53 signaling pathway"
3707,"D0Y0ES","T70176","hsa04151","PI3K-Akt signaling pathway"
3707,"D0Y0ES","T70176","hsa04914","Progesterone-mediated oocyte maturation"
3707,"D0Y0ES","T70176","hsa05161","Hepatitis B"
3707,"D0Y0ES","T70176","hsa05162","Measles"
3707,"D0Y0ES","T70176","hsa05168","Herpes simplex infection"
3707,"D0Y0ES","T70176","hsa05169","Epstein-Barr virus infection"
3707,"D0Y0ES","T70176","hsa05200","Pathways in cancer"
3707,"D0Y0ES","T70176","hsa05203","Viral carcinogenesis"
3707,"D0Y0ES","T70176","hsa05215","Prostate cancer"
3707,"D0Y0ES","T70176","hsa05222","Small cell lung cancer"
3707,"D0Y0ES","T97592","hsa04114","Oocyte meiosis"
3707,"D0Y0ES","T20973","hsa04360","Axon guidance"
3707,"D0Y0ES","T20973","hsa05010","Alzheimer's disease"
3707,"D0Y0ES","T20973","hsa05030","Cocaine addiction"
262093,"D0J1KH","T46365","hsa04010","MAPK signaling pathway"
262093,"D0J1KH","T46365","hsa04110","Cell cycle"
262093,"D0J1KH","T46365","hsa04914","Progesterone-mediated oocyte maturation"
262093,"D0J1KH","T46365","hsa05206","MicroRNAs in cancer"
262093,"D0J1KH","T30823","hsa04110","Cell cycle"
262093,"D0J1KH","T30823","hsa04914","Progesterone-mediated oocyte maturation"
262093,"D0J1KH","T30823","hsa05206","MicroRNAs in cancer"
55918,"D09UMA","T07663","hsa00230","Purine metabolism"
55918,"D09UMA","T07663","hsa04022","cGMP-PKG signaling pathway"
55918,"D09UMA","T88975","hsa00230","Purine metabolism"
55918,"D09UMA","T88975","hsa04022","cGMP-PKG signaling pathway"
55918,"D09UMA","T88975","hsa04024","cAMP signaling pathway"
55918,"D09UMA","T88975","hsa05032","Morphine addiction"
55918,"D09UMA","T77400","hsa00230","Purine metabolism"
55918,"D09UMA","T77400","hsa04022","cGMP-PKG signaling pathway"
55918,"D09UMA","T77400","hsa05032","Morphine addiction"
53708,"D0E0SW","T88975","hsa00230","Purine metabolism"
53708,"D0E0SW","T88975","hsa04022","cGMP-PKG signaling pathway"
53708,"D0E0SW","T88975","hsa04024","cAMP signaling pathway"
53708,"D0E0SW","T88975","hsa05032","Morphine addiction"
3277,"D0J6LN","T28722","hsa04080","Neuroactive ligand-receptor interaction"
3277,"D0J6LN","T28722","hsa04723","Retrograde endocannabinoid signaling"
3277,"D0J6LN","T28722","hsa04727","GABAergic synapse"
3277,"D0J6LN","T28722","hsa05032","Morphine addiction"
3277,"D0J6LN","T28722","hsa05033","Nicotine addiction"
448222,"D0K8ZZ","T92072","hsa04022","cGMP-PKG signaling pathway"
448222,"D0K8ZZ","T92072","hsa04024","cAMP signaling pathway"
448222,"D0K8ZZ","T92072","hsa04071","Sphingolipid signaling pathway"
448222,"D0K8ZZ","T92072","hsa04080","Neuroactive ligand-receptor interaction"
448222,"D0K8ZZ","T92072","hsa05032","Morphine addiction"
448222,"D0K8ZZ","T77365","hsa04015","Rap1 signaling pathway"
448222,"D0K8ZZ","T77365","hsa04020","Calcium signaling pathway"
448222,"D0K8ZZ","T77365","hsa04024","cAMP signaling pathway"
448222,"D0K8ZZ","T77365","hsa04080","Neuroactive ligand-receptor interaction"
448222,"D0K8ZZ","T77365","hsa04270","Vascular smooth muscle contraction"
448222,"D0K8ZZ","T77365","hsa05012","Parkinson's disease"
448222,"D0K8ZZ","T77365","hsa05034","Alcoholism"
448222,"D0K8ZZ","T86679","hsa04015","Rap1 signaling pathway"
448222,"D0K8ZZ","T86679","hsa04020","Calcium signaling pathway"
448222,"D0K8ZZ","T86679","hsa04080","Neuroactive ligand-receptor interaction"
448222,"D0K8ZZ","T86679","hsa04270","Vascular smooth muscle contraction"
448222,"D0K8ZZ","T86679","hsa05034","Alcoholism"
123985,"D09FGQ","T68290","hsa04142","Lysosome"
123985,"D09FGQ","T68290","hsa04145","Phagosome"
123985,"D09FGQ","T68290","hsa04612","Antigen processing and presentation"
123985,"D09FGQ","T68290","hsa05152","Tuberculosis"
443390,"D05NWH","T32060","hsa04020","Calcium signaling pathway"
443390,"D05NWH","T32060","hsa04080","Neuroactive ligand-receptor interaction"
443390,"D05NWH","T32060","hsa04540","Gap junction"
443390,"D05NWH","T32060","hsa04726","Serotonergic synapse"
443390,"D05NWH","T32060","hsa04750","Inflammatory mediator regulation of TRP channels"
443390,"D05NWH","T83813","hsa04020","Calcium signaling pathway"
443390,"D05NWH","T83813","hsa04080","Neuroactive ligand-receptor interaction"
443390,"D05NWH","T83813","hsa04540","Gap junction"
443390,"D05NWH","T83813","hsa04726","Serotonergic synapse"
443390,"D05NWH","T83813","hsa04750","Inflammatory mediator regulation of TRP channels"
443390,"D05NWH","T31204","hsa04020","Calcium signaling pathway"
443390,"D05NWH","T31204","hsa04080","Neuroactive ligand-receptor interaction"
443390,"D05NWH","T31204","hsa04540","Gap junction"
443390,"D05NWH","T31204","hsa04726","Serotonergic synapse"
443390,"D05NWH","T31204","hsa04750","Inflammatory mediator regulation of TRP channels"
3779,"D0I8FI","T52522","hsa04020","Calcium signaling pathway"
3779,"D0I8FI","T52522","hsa04022","cGMP-PKG signaling pathway"
3779,"D0I8FI","T52522","hsa04024","cAMP signaling pathway"
3779,"D0I8FI","T52522","hsa04080","Neuroactive ligand-receptor interaction"
3779,"D0I8FI","T52522","hsa04144","Endocytosis"
3779,"D0I8FI","T52522","hsa04261","Adrenergic signaling in cardiomyocytes"
3779,"D0I8FI","T52522","hsa04970","Salivary secretion"
3779,"D0I8FI","T44068","hsa04020","Calcium signaling pathway"
3779,"D0I8FI","T44068","hsa04022","cGMP-PKG signaling pathway"
3779,"D0I8FI","T44068","hsa04024","cAMP signaling pathway"
3779,"D0I8FI","T44068","hsa04080","Neuroactive ligand-receptor interaction"
3779,"D0I8FI","T44068","hsa04144","Endocytosis"
3779,"D0I8FI","T44068","hsa04261","Adrenergic signaling in cardiomyocytes"
3779,"D0I8FI","T44068","hsa04540","Gap junction"
3779,"D0I8FI","T44068","hsa04970","Salivary secretion"
3779,"D0I8FI","T44068","hsa05414","Dilated cardiomyopathy"
3779,"D0I8FI","T95385","hsa04060","Cytokine-cytokine receptor interaction"
3779,"D0I8FI","T95385","hsa04620","Toll-like receptor signaling pathway"
3779,"D0I8FI","T95385","hsa04622","RIG-I-like receptor signaling pathway"
3779,"D0I8FI","T95385","hsa04630","Jak-STAT signaling pathway"
3779,"D0I8FI","T95385","hsa04940","Type I diabetes mellitus"
3779,"D0I8FI","T95385","hsa05133","Pertussis"
3779,"D0I8FI","T95385","hsa05134","Legionellosis"
3779,"D0I8FI","T95385","hsa05140","Leishmaniasis"
3779,"D0I8FI","T95385","hsa05142","Chagas disease (American trypanosomiasis)"
3779,"D0I8FI","T95385","hsa05143","African trypanosomiasis"
3779,"D0I8FI","T95385","hsa05144","Malaria"
3779,"D0I8FI","T95385","hsa05145","Toxoplasmosis"
3779,"D0I8FI","T95385","hsa05146","Amoebiasis"
3779,"D0I8FI","T95385","hsa05152","Tuberculosis"
3779,"D0I8FI","T95385","hsa05162","Measles"
3779,"D0I8FI","T95385","hsa05164","Influenza A"
3779,"D0I8FI","T95385","hsa05168","Herpes simplex infection"
3779,"D0I8FI","T95385","hsa05321","Inflammatory bowel disease (IBD)"
3779,"D0I8FI","T95385","hsa05330","Allograft rejection"
1233,"D01YEN","T99347","hsa04020","Calcium signaling pathway"
1233,"D01YEN","T99347","hsa04080","Neuroactive ligand-receptor interaction"
1233,"D01YEN","T99347","hsa04540","Gap junction"
1233,"D01YEN","T99347","hsa04720","Long-term potentiation"
1233,"D01YEN","T99347","hsa04723","Retrograde endocannabinoid signaling"
1233,"D01YEN","T99347","hsa04724","Glutamatergic synapse"
1233,"D01YEN","T99347","hsa05016","Huntington's disease"
1233,"D01YEN","T27137","hsa04020","Calcium signaling pathway"
1233,"D01YEN","T27137","hsa04068","FoxO signaling pathway"
1233,"D01YEN","T27137","hsa04080","Neuroactive ligand-receptor interaction"
1233,"D01YEN","T27137","hsa04540","Gap junction"
1233,"D01YEN","T27137","hsa04720","Long-term potentiation"
1233,"D01YEN","T27137","hsa04723","Retrograde endocannabinoid signaling"
1233,"D01YEN","T27137","hsa04724","Glutamatergic synapse"
1233,"D01YEN","T27137","hsa04730","Long-term depression"
1233,"D01YEN","T27137","hsa04915","Estrogen signaling pathway"
3672,"D0R1QE","T22658","hsa04060","Cytokine-cytokine receptor interaction"
3672,"D0R1QE","T22658","hsa04062","Chemokine signaling pathway"
3672,"D0R1QE","T22658","hsa04064","NF-kappa B signaling pathway"
3672,"D0R1QE","T22658","hsa04620","Toll-like receptor signaling pathway"
3672,"D0R1QE","T22658","hsa04621","NOD-like receptor signaling pathway"
3672,"D0R1QE","T22658","hsa04622","RIG-I-like receptor signaling pathway"
3672,"D0R1QE","T22658","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
3672,"D0R1QE","T22658","hsa05120","Epithelial cell signaling in Helicobacter pylori infection"
3672,"D0R1QE","T22658","hsa05131","Shigellosis"
3672,"D0R1QE","T22658","hsa05132","Salmonella infection"
3672,"D0R1QE","T22658","hsa05133","Pertussis"
3672,"D0R1QE","T22658","hsa05134","Legionellosis"
3672,"D0R1QE","T22658","hsa05142","Chagas disease (American trypanosomiasis)"
3672,"D0R1QE","T22658","hsa05144","Malaria"
3672,"D0R1QE","T22658","hsa05146","Amoebiasis"
3672,"D0R1QE","T22658","hsa05160","Hepatitis C"
3672,"D0R1QE","T22658","hsa05161","Hepatitis B"
3672,"D0R1QE","T22658","hsa05164","Influenza A"
3672,"D0R1QE","T22658","hsa05200","Pathways in cancer"
3672,"D0R1QE","T22658","hsa05202","Transcriptional misregulation in cancer"
3672,"D0R1QE","T22658","hsa05219","Bladder cancer"
3672,"D0R1QE","T22658","hsa05323","Rheumatoid arthritis"
3672,"D0R1QE","T00884","hsa04060","Cytokine-cytokine receptor interaction"
3672,"D0R1QE","T00884","hsa04062","Chemokine signaling pathway"
3672,"D0R1QE","T00884","hsa04144","Endocytosis"
3672,"D0R1QE","T00884","hsa05120","Epithelial cell signaling in Helicobacter pylori infection"
3672,"D0R1QE","T56923","hsa04060","Cytokine-cytokine receptor interaction"
3672,"D0R1QE","T56923","hsa04062","Chemokine signaling pathway"
3672,"D0R1QE","T56923","hsa04144","Endocytosis"
3672,"D0R1QE","T56923","hsa05120","Epithelial cell signaling in Helicobacter pylori infection"
3672,"D0R1QE","T66665","hsa00590","Arachidonic acid metabolism"
3672,"D0R1QE","T66665","hsa01100","Metabolic pathways"
3672,"D0R1QE","T66665","hsa04064","NF-kappa B signaling pathway"
3672,"D0R1QE","T66665","hsa04370","VEGF signaling pathway"
3672,"D0R1QE","T66665","hsa04668","TNF signaling pathway"
3672,"D0R1QE","T66665","hsa04723","Retrograde endocannabinoid signaling"
3672,"D0R1QE","T66665","hsa04726","Serotonergic synapse"
3672,"D0R1QE","T66665","hsa04913","Ovarian steroidogenesis"
3672,"D0R1QE","T66665","hsa04921","Oxytocin signaling pathway"
3672,"D0R1QE","T66665","hsa04923","Regulation of lipolysis in adipocytes"
3672,"D0R1QE","T66665","hsa05140","Leishmaniasis"
3672,"D0R1QE","T66665","hsa05200","Pathways in cancer"
3672,"D0R1QE","T66665","hsa05204","Chemical carcinogenesis"
3672,"D0R1QE","T66665","hsa05206","MicroRNAs in cancer"
3672,"D0R1QE","T66665","hsa05222","Small cell lung cancer"
4172142,"D01SNS","T97613","hsa04080","Neuroactive ligand-receptor interaction"
4172142,"D01SNS","T97613","hsa04713","Circadian entrainment"
55245,"D0Z4EI","T40016","hsa04080","Neuroactive ligand-receptor interaction"
10449757,"D0KH5R","T32060","hsa04020","Calcium signaling pathway"
10449757,"D0KH5R","T32060","hsa04080","Neuroactive ligand-receptor interaction"
10449757,"D0KH5R","T32060","hsa04540","Gap junction"
10449757,"D0KH5R","T32060","hsa04726","Serotonergic synapse"
10449757,"D0KH5R","T32060","hsa04750","Inflammatory mediator regulation of TRP channels"
10449757,"D0KH5R","T83813","hsa04020","Calcium signaling pathway"
10449757,"D0KH5R","T83813","hsa04080","Neuroactive ligand-receptor interaction"
10449757,"D0KH5R","T83813","hsa04540","Gap junction"
10449757,"D0KH5R","T83813","hsa04726","Serotonergic synapse"
10449757,"D0KH5R","T83813","hsa04750","Inflammatory mediator regulation of TRP channels"
10449757,"D0KH5R","T31204","hsa04020","Calcium signaling pathway"
10449757,"D0KH5R","T31204","hsa04080","Neuroactive ligand-receptor interaction"
10449757,"D0KH5R","T31204","hsa04540","Gap junction"
10449757,"D0KH5R","T31204","hsa04726","Serotonergic synapse"
10449757,"D0KH5R","T31204","hsa04750","Inflammatory mediator regulation of TRP channels"
4032,"D0V8HA","T78111","hsa04080","Neuroactive ligand-receptor interaction"
3758,"D0R6MT","T07663","hsa00230","Purine metabolism"
3758,"D0R6MT","T07663","hsa04022","cGMP-PKG signaling pathway"
3758,"D0R6MT","T61744","hsa00230","Purine metabolism"
3758,"D0R6MT","T61744","hsa04024","cAMP signaling pathway"
3758,"D0R6MT","T61744","hsa05032","Morphine addiction"
3758,"D0R6MT","T92072","hsa04022","cGMP-PKG signaling pathway"
3758,"D0R6MT","T92072","hsa04024","cAMP signaling pathway"
3758,"D0R6MT","T92072","hsa04071","Sphingolipid signaling pathway"
3758,"D0R6MT","T92072","hsa04080","Neuroactive ligand-receptor interaction"
3758,"D0R6MT","T92072","hsa05032","Morphine addiction"
3758,"D0R6MT","T88975","hsa00230","Purine metabolism"
3758,"D0R6MT","T88975","hsa04022","cGMP-PKG signaling pathway"
3758,"D0R6MT","T88975","hsa04024","cAMP signaling pathway"
3758,"D0R6MT","T88975","hsa05032","Morphine addiction"
3758,"D0R6MT","T77365","hsa04015","Rap1 signaling pathway"
3758,"D0R6MT","T77365","hsa04020","Calcium signaling pathway"
3758,"D0R6MT","T77365","hsa04024","cAMP signaling pathway"
3758,"D0R6MT","T77365","hsa04080","Neuroactive ligand-receptor interaction"
3758,"D0R6MT","T77365","hsa04270","Vascular smooth muscle contraction"
3758,"D0R6MT","T77365","hsa05012","Parkinson's disease"
3758,"D0R6MT","T77365","hsa05034","Alcoholism"
3758,"D0R6MT","T02001","hsa00230","Purine metabolism"
3758,"D0R6MT","T02001","hsa04024","cAMP signaling pathway"
3758,"D0R6MT","T02001","hsa05032","Morphine addiction"
3758,"D0R6MT","T86679","hsa04015","Rap1 signaling pathway"
3758,"D0R6MT","T86679","hsa04020","Calcium signaling pathway"
3758,"D0R6MT","T86679","hsa04080","Neuroactive ligand-receptor interaction"
3758,"D0R6MT","T86679","hsa04270","Vascular smooth muscle contraction"
3758,"D0R6MT","T86679","hsa05034","Alcoholism"
3758,"D0R6MT","T10265","hsa00230","Purine metabolism"
3758,"D0R6MT","T10265","hsa04024","cAMP signaling pathway"
3758,"D0R6MT","T10265","hsa05032","Morphine addiction"
3758,"D0R6MT","T77400","hsa00230","Purine metabolism"
3758,"D0R6MT","T77400","hsa04022","cGMP-PKG signaling pathway"
3758,"D0R6MT","T77400","hsa05032","Morphine addiction"
3542,"D0Z3CZ","T08813","hsa04210","Apoptosis"
3542,"D0Z3CZ","T08813","hsa04910","Insulin signaling pathway"
3715,"D0R1RS","T66665","hsa00590","Arachidonic acid metabolism"
3715,"D0R1RS","T66665","hsa01100","Metabolic pathways"
3715,"D0R1RS","T66665","hsa04064","NF-kappa B signaling pathway"
3715,"D0R1RS","T66665","hsa04370","VEGF signaling pathway"
3715,"D0R1RS","T66665","hsa04668","TNF signaling pathway"
